author,content,created_at,postLink
amyrey3.bsky.social,"In the 2024 Olympics, there is so much visible ass (cheek bottoms and sides) in the women's events. Gymnastics, surfing, running, beach volleyball, even water polo! I will believe that teeny little briefs offer competitive advantages when male athletes start wearing them in these sports.",2024-08-08T18:25:12.111Z,https://bsky.app/profile/amyrey3.bsky.social/post/3kza2mwxaox2r
sportrendy.bsky.social," Kadınlar voleybolda ilk finalist Brezilya'yı yenen ABD sportrendy.blogspot.com/2024/08/kadn... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #volleyball",2024-08-08T17:29:47.602Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kz7xjtqcf32u
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - volleyball
️⚠️💨1 - 8/8
️⚠️💨1 - 08
️⚠️💨1 - ponto
️⚠️💨1 - pension
️⚠️💨1 - germans
7th - トラフ
8th - retirement
9th - german
10th - 南海
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-08T16:10:37.376Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kz7t4apcy42k
globalvoters.bsky.social,"Aug. 7 Olympics schedule: Golf, volleyball, basketball - ESPN: * Aug. 7 Olympics schedule: Golf, volleyball, basketball  ESPN
 * Team USA women's basketball looks to continue 58-game win streak Wednesday in Paris  ESPN
 * 2024 Olympic schedule for Aug. 7: A'ja Wilson, USA in knockout play, Nelly…",2024-08-07T07:04:08.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kz4e45zuzk2m
mvario.bsky.social,"Paris Olympics 2024: Beach Volleyball Controversy Explained | The Mary Sue

www.themarysue.com/paris-olympi...

> A bunch of creepy men have decided it's ""controversial"" that some female beach volleyball players wore pants.",2024-08-07T01:06:09.711Z,https://bsky.app/profile/mvario.bsky.social/post/3kz3q3z77cc2z
sportrendy.bsky.social,"Çin - Türkiye 2-3 Full Maç İzle sportrendy.blogspot.com/2024/08/cin-... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #volleyball #FileninSultanları 🇹🇷",2024-08-06T12:00:39.847Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kz2e7hemzl23
sportrendy.bsky.social," Filenin Sultanları yarı finalde sportrendy.blogspot.com/2024/08/file... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #volleyball #FileninSultanları 🇹🇷",2024-08-06T11:57:04.380Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kz2dyzvolk2f
news-feed.bsky.social,@anadoluagency: Türkiye have reached women's volleyball semifinals by beating China 3-2 at 2024 Paris Olympics https://t.co/7ykMRcmsV7 https://t.co/Y12DTNBb0P,2024-08-06T10:14:50.422Z,https://bsky.app/profile/news-feed.bsky.social/post/3kz26ca45a22i
byteseu.bsky.social,"Paris Olympics 2024 * 06/08/2024 * Where Italian volleyball is the tragic second act of Japanese history

https://www.byteseu.com/315431/

And after the timeskip they will take their revenge in Los Angeles 2028. Medal events 10:00 – Horse riding: individual show jumping 2.43pm – Sailing: ILCA 6 …",2024-08-06T06:39:09.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyzsamvmis2u
buffa-channel.bsky.social,"【男子バレー】勝利目前の小野寺サーブミス批判に異論多数「チャレンジした結果」【パリ五輪】
buffa-channel.com/archives/197...

#バレーボール #Volleyball #小野寺太志 #五輪 #Olympics #パリ2024 #オリンピック",2024-08-06T03:57:40.733Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kyzj7tf3ys2q
coachmichaelh.bsky.social,Eiffel Tower Stadium during an Olympics 2024 beach volleyball evening game #flickr flic.kr/p/2q8mtnf,2024-08-06T01:39:33.772Z,https://bsky.app/profile/coachmichaelh.bsky.social/post/3kyzbitpwfd2m
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - duplantis
️⚠️💨2 - русня
️⚠️💨2 - йобана
️⚠️💨1 - mondo
️⚠️💨1 - pole
️⚠️💨1 - walz
️⚠️💨1 - monopoly
️⚠️💨1 - shapiro
️⚠️💨1 - rebeca
10th - andrade
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-05T20:10:33.714Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyyp4jb6ox2c
fxoxo.bsky.social,"Convicted child rapist Steven Van de Velde has been eliminated from Paris Olympics

https://www.fxoxo.com/105125/

https://apnews.com/article/2024-olympics-beach-volleyball-convicted-rapist-659554ae5121f9acdc33d8a8a32bba5a by Sufficient_Motor_458",2024-08-05T01:00:08.000Z,https://bsky.app/profile/fxoxo.bsky.social/post/3kywoti3kys2y
sportrendy.bsky.social," Filenin Sultanları’nın Paris 2024’te Çeyrek Finaldeki Rakibi Belli Oldu sportrendy.blogspot.com/2024/08/file... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #FileninSultanları 🇹🇷 #volleyball",2024-08-04T21:49:51.023Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kywe762ao32i
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨8 - lyles
️⚠️💨6 - noah
️⚠️💨4 - 100m
️⚠️💨1 - nbc
️⚠️💨1 - iq
️⚠️💨1 - thompson
️⚠️💨1 - bronze
8th - meter
9th - men's
10th - finish
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-04T20:10:34.236Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyw6nn3myh26
sportrendy.bsky.social,"Türkiye - İtalya 0-3 Full Maç İzle sportrendy.blogspot.com/2024/08/turk... 
#ParisOlympics2024 🇫🇷 #Paris2024    #Olympics    #ParisOlympics #volleyball    #FileninSultanları 🇹🇷",2024-08-04T09:08:27.167Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kyuznoghhd2z
sportrendy.bsky.social," Filenin Sultanları Paris 2024’te Çeyrek Finalde sportrendy.blogspot.com/2024/08/file... 
#ParisOlympics2024 🇫🇷 #Paris2024    #Olympics    #ParisOlympics #volleyball    #FileninSultanları 🇹🇷",2024-08-04T09:04:37.549Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kyuzgth34t2z
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - juíza
️⚠️💨1 - jogo
️⚠️💨1 - minutos
️⚠️💨1 - lorena
5th - frança
6th - horoscop
7th - gol
8th - stoppage
9th - debby
10th - affair
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-03T21:10:40.250Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kytrk6mkkf2v
buffa-channel.bsky.social,"パリ五輪に浜ちゃんWWW
buffa-channel.com/archives/195...

#浜田雅功 #バレーボール #Volleyball #五輪 #Olympics #パリ2024 #オリンピック",2024-08-03T14:22:42.537Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kyt2qprkxd2h
news-feed.bsky.social,@AP: Meet the artist whose job is to paint beach volleyball at the 2024 Olympics https://t.co/iGG9j9e4fv,2024-08-03T10:32:37.775Z,https://bsky.app/profile/news-feed.bsky.social/post/3kysnvbmx5c2y
apnews-world-rss.bsky.social,Meet the artist whose job is to paint beach volleyball at the 2024 Olympics,2024-08-02T21:45:59.107Z,https://bsky.app/profile/apnews-world-rss.bsky.social/post/3kyrd2g45ku2n
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - transphobia
️⚠️💨1 - kyle
️⚠️💨1 - 決勝
4th - 準々
5th - medalha
6th - boxing
7th - ouro
8th - men's
9th - 進出
10th - schlaf
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-02T21:00:34.267Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyraj7ar2i2c
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 決勝
️⚠️💨1 - 準々
️⚠️💨1 - 進出
4th - バレー
5th - kyle
6th - watches
7th - transphobia
8th - rittenhouse
9th - khelif
10th - joint
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-02T20:30:35.467Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyr6tlrmju2z
cyclingeu.bsky.social,"France vs Slovenia Men’s Volleyball Paris Olympics Games 2024 Full Game

https://www.cyclingeu.com/341243/france-vs-slovenia-mens-volleyball-paris-olympics-games-2024-full-game/

#parisolympic #olympicrowing2024 Paris 2024 Summer Olympics Paris 2024 Summer Olympics Live Paris 2024 Summer Olympics …",2024-08-02T16:33:48.000Z,https://bsky.app/profile/cyclingeu.bsky.social/post/3kyqrmcd5fk2q
ztoa1111.bsky.social,"オリンピック競技に関する猫のイラストです
#猫展2024 にて他の競技も合わせたイラストを出展しています！

#Olympics 
#BMXFreestyle 
#BMXRacing 
#volleyball 
#CanoeSlalom 
#football",2024-08-02T12:23:07.215Z,https://bsky.app/profile/ztoa1111.bsky.social/post/3kyqdlwb5f22p
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - バニー
️⚠️💨1 - khelif
️⚠️💨1 - 金曜日
️⚠️💨1 - tale
5th - shapiro
6th - imane
7th - boxing
8th - medals
9th - jk
10th - boxer
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-01T22:10:44.275Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyotxqrawb2q
sportrendy.bsky.social," Türkiye - Dominik Cumhuriyeti 3-1 Full Maç İzle sportrendy.blogspot.com/2024/08/turk...
#FileninSultanları 🇹🇷 #ParisOlympics2024 #Paris2024 🇫🇷 #Olympics #ParisOlympics #VolleyBall",2024-08-01T10:35:36.348Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kynn4qvwa32z
sportrendy.bsky.social," 🇹🇷 #FileninSultanları, Dominik Cumhuriyeti’ni 3-1 Mağlup Etti sportrendy.blogspot.com/2024/08/file... #ParisOlympics2024 #Paris2024 🇫🇷 #Olympics #ParisOlympics #VolleyBall",2024-08-01T10:30:37.886Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kynmtubtak2i
buffa-channel.bsky.social,"【バレーボール】アルゼンチンが“疑惑の判定”で大荒れ　小野寺太志のブロックめぐり抗議の末にレッドカード【パリ五輪】
buffa-channel.com/archives/194...

#小野寺太志 #コンテ #FacundoConte #Volleyball #誤審ピック #五輪 #Olympics #パリ2024 #オリンピック",2024-08-01T04:27:26.645Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kymykgo4ak2v
news-feed.bsky.social,"@AFP: Olympics Topshots - 1.

@AFP photographers capture the action on Day 5 of the 2024 Paris #Olympics 

- Artistic gymnastics at the Bercy Arena
- Cycling BMX Freestyle Park Final 
- Sabre fencing at the Grand Palais
- Volleyball at the South Paris Arena https://t.co/d68xSHBTox",2024-08-01T01:42:47.807Z,https://bsky.app/profile/news-feed.bsky.social/post/3kympdzobnc23
afp-bot.bsky.social,"Olympics Topshots - 2.

@AFP photographers capture the action on Day 4 of the 2024 Paris #Olympics  

- Artistic gymnastics women's team final at the Bercy Arena
- Volleyball match at the South Paris Arena
- Butterfly swimming at the Paris La Defense Arena
- Basketball at La Concorde",2024-07-31T04:24:16.762Z,https://bsky.app/profile/afp-bot.bsky.social/post/3kykhw5nu6r2t
news-feed.bsky.social,"@AFP: Olympics Topshots - 2.

@AFP photographers capture the action on Day 4 of the 2024 Paris #Olympics  

- Artistic gymnastics women's team final at the Bercy Arena
- Volleyball match at the South Paris Arena
- Butterfly swimming at the Paris La Defense Arena
- Basketball at La https://t.co/uHgcK",2024-07-31T04:24:05.375Z,https://bsky.app/profile/news-feed.bsky.social/post/3kykhvj7pks2q
thatboysgood.bsky.social,"The Olympics are great we just got Jimmer Fredette and Chase Budinger sightings for 3 on 3 basketball and volleyball, in the year of our lord 2024.",2024-07-30T21:05:12.185Z,https://bsky.app/profile/thatboysgood.bsky.social/post/3kyjpeq533m2n
kitfoxgames.com,Summer Olympics 2024 but dogs 🐶🏖,2024-07-30T13:49:23.772Z,https://bsky.app/profile/kitfoxgames.com/post/3kyiwzeyn7b25
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
1st - stalin
2nd - eua
3rd - divorce
4th - 宮城
5th - warten
6th - ukraine
7th - childless
8th - 1,137
9th - 認知
10th - 見せる
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-30T13:00:37.561Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyiuca6ruq2z
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day four: triathlon postponed due to pollution; hockey, beach volleyball and more – live https://t.co/NH7cJTVrC1",2024-07-30T08:33:46.978Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyiff3dfc42c
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - weirdos
️⚠️💨1 - creep
3rd - men's
4th - gymnastics
5th - スケボー
6th - olympic
7th - medal
8th - weirdo
9th - weird
10th - tradition
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-29T17:10:41.174Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kygrshc3lf24
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - weirdos
️⚠️💨1 - 2024/07/29
️⚠️💨1 - tiger
️⚠️💨1 - aug
5th - 日付
6th - williams
7th - weirdo
8th - olympic
9th - 五輪
10th - tennis
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-29T15:10:49.377Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kygl44o4db2y
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - 馬術
️⚠️💨1 - スケボー
️⚠️💨1 - 決勝
️⚠️💨1 - venezuela
️⚠️💨1 - ぎん
️⚠️💨1 - maduro
7th - オリンピック
8th - 総合
9th - 競技
10th - コミュ
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-29T14:10:35.872Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyghqgkc5524
byteseu.bsky.social,"Olympics 2024: Boos against convicted sex offender

https://www.byteseu.com/294208/

Olympics 2024: Boos against convicted sex offender https://www.zdf.de/nachrichten/panorama/kriminalitaet/olympia-paris-beach-volleyball-steven-van-de-velde-ausgebuht-102.html Posted by rhabarberabar",2024-07-28T19:39:08.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyejn2t6if2u
news-feed.bsky.social,"@NBCNews: Sunset colors the sky at Eiffel Tower Stadium as U.S. women's beach volleyball teammates Kristen Ness and Taryn Kloth (left) warm up before a match on Saturday night at the 2024 Paris Olympics.

https://t.co/azeMp4AFUU

📷 Nathan Denette / AP https://t.co/cWsRPem45W",2024-07-28T11:07:09.976Z,https://bsky.app/profile/news-feed.bsky.social/post/3kydmzjc7rj2o
wsfm.bsky.social,"LlVE 🔴 Netherlands vs Italy | Men's Beach Volleyball - Olympics 2024
--
Matthew Immers/Steven van de Velde VS
Adrian Carambula/Alex Ranghieri
#Olympics2024 

Link 1 👉 is.gd/UyI4Gs
Link 2 👉 is.gd/wrQtLH",2024-07-28T08:35:26.222Z,https://bsky.app/profile/wsfm.bsky.social/post/3kydek7q7wb2c
news-feed.bsky.social,@euronews: Van de Velde’s presence in Paris has drawn negative attention to 2024's beach volleyball games. Advocates for rape victims and some Olympics officials have said he should have been left at home. https://t.co/ZLNvkDxien https://t.co/5C6LU8EG6R,2024-07-28T04:20:22.958Z,https://bsky.app/profile/news-feed.bsky.social/post/3kycwc4q3ji2e
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - volleyball
2nd - walz
3rd - tennis
4th - shapiro
5th - blank
6th - wolverine
7th - traurig
8th - schlaf
9th - olympics
10th - olympic
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-27T20:30:37.051Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyc424jldq2k
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - walz
️⚠️💨1 - volleyball
️⚠️💨1 - olympic
️⚠️💨1 - medal
5th - gov
6th - shapiro
7th - olympics
8th - athletes
9th - versuche
10th - leonard
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-27T20:20:34.413Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyc3i5spjo2m
boltatimes.bsky.social,"Sports included in Paris Olympics 2024:

1. Archery🏹
2. Artistic Gymnastics🤸
3. Artistic Swimming🏊
4. Athletics🏃
5. Badminton🏸
6. Basketball🏀
7. Basketball 3x3⛹️
8. Beach Volleyball🏖️
9. Boxing🥊
10. Breaking🕺
11. Canoe Slalom🚣
12. Canoe Sprint🚣‍♀️
13. Cycling BMX Freestyle🚴
14. Cycling BMX Racing🚵",2024-07-27T16:27:05.435Z,https://bsky.app/profile/boltatimes.bsky.social/post/3kybogphnb52u
helenaoftroy.bsky.social,compare and contrast:,2024-07-27T12:49:35.722Z,https://bsky.app/profile/helenaoftroy.bsky.social/post/3kybcbqqrqd26
buffa-channel.bsky.social,"バレー男子、フルセットの末ドイツに痛恨逆転負け　52年ぶりの金メダルへ暗雲【パリ五輪】
buffa-channel.com/archives/192...

#バレーボール #volleyball #五輪 #Olympics #パリ2024 #オリンピック",2024-07-27T10:32:39.644Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kyb2mwm6v22i
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - バレー
️⚠️💨3 - フルセット
️⚠️💨2 - くるり
️⚠️💨1 - 開会
️⚠️💨1 - 花火
️⚠️💨1 - 生放送
️⚠️💨1 - フジ
️⚠️💨1 - cérémonie
️⚠️💨1 - オリンピック
10th - 初戦
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-27T09:10:37.400Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyaw26wzar2a
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - バレー
️⚠️💨1 - 開会
️⚠️💨1 - samstag
️⚠️💨1 - cérémonie
️⚠️💨1 - オリンピック
6th - 花火
7th - 先発
8th - フランス
9th - d'ouverture
10th - 隅田川
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-27T07:10:42.327Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyapdr6vjr2s
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g
totr.bsky.social,"[CW: child sexual abuse]

vocal anti-trans campaigner Paula Radcliffe would like to be clear: she's fine with the child rapist competing, she just doesn't wish him luck",2024-07-25T06:24:18.676Z,https://bsky.app/profile/totr.bsky.social/post/3ky3lsz44tz2a
blobcostas.bsky.social,"A tale of two countries 

#olympics",2024-07-20T01:45:11.041Z,https://bsky.app/profile/blobcostas.bsky.social/post/3kxojv7wyfu2n
chlowski.bsky.social,"the Olympics start soon, let's look at the particip- what",2024-07-19T18:20:31.103Z,https://bsky.app/profile/chlowski.bsky.social/post/3kxnr25r5ap2q
npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj.momostr.pink.ap.brid.gy,<https://www.reuters.com/sports/olympics/volleyball-long-shots-favourites-france-look-rise-up-paris-challenge-2024-07-12/>,2024-07-12T19:39:30.000Z,https://bsky.app/profile/npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj.momostr.pink.ap.brid.gy/post/3kx4c6yr2tm62
inbella.bsky.social,"IOC played no part in Dutch decision to pick convicted rapist for Netherlands’s beach volleyball team for 2024 Summer Olympics

https://www.inbella.com/664735/ioc-played-no-part-in-dutch-decision-to-pick-convicted-rapist-for-netherlandss-beach-volleyball-team-for-2024-summer-olympics/

IOC played …",2024-07-08T20:44:23.000Z,https://bsky.app/profile/inbella.bsky.social/post/3kwsdxcpmgc25
fxoxo.bsky.social,"IOC played no part in Dutch decision to pick convicted rapist for Netherlands’s beach volleyball team for 2024 Summer Olympics

https://www.fxoxo.com/98410/

IOC played no part in Dutch decision to pick convicted rapist for Netherlands’s beach volleyball team for 2024 Summer Olympics by lala_b11",2024-07-08T20:42:11.000Z,https://bsky.app/profile/fxoxo.bsky.social/post/3kwsdteimh52h
pamnashes.bsky.social,"Steven van de Velde is playing volleyball for the Netherlands in the 2024 Paris Olympics.
I have no words sufficient to express my revulsion. 

www.bbc.co.uk/news/uk-engl...",2024-06-28T17:27:12.518Z,https://bsky.app/profile/pamnashes.bsky.social/post/3kvyubhgulz2e
greenalienwookie.bsky.social,but it’s only trans people right?,2024-06-27T22:49:48.852Z,https://bsky.app/profile/greenalienwookie.bsky.social/post/3kvwvtfmmgl2x
poisonedpenuche.bsky.social,"tw: csa, Israel

1. How is Israel allowed to compete in the 2024 Olympics?

2. Oh, please let an athlete from Texas find out about the child-rapist volleyball guy. Please. Let our ridiculous jock culture do some damn good in the world.",2024-06-27T21:20:59.894Z,https://bsky.app/profile/poisonedpenuche.bsky.social/post/3kvwqulyldl2y
radhakrishnan.bsky.social,"Dutch?! Shocker! 

#olympics #Netherlands #Paris #volleyball 
www.cnn.com/2024/06/27/s...",2024-06-27T19:50:21.958Z,https://bsky.app/profile/radhakrishnan.bsky.social/post/3kvwlsjnxxt2x
