author,content,created_at,postLink
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
1st - gaza
2nd - sunday
3rd - pais
4th - 直す
5th - ukraine
6th - turnovers
7th - basketball
8th - 2024-08-11
9th - 演奏
10th - 判明
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-11T14:10:38.496Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzh5shpsj62g
globalvoters.bsky.social,"France v USA: women’s Olympic basketball final – live updates - The Guardian: * France v USA: women’s Olympic basketball final – live updates  The Guardian
 * USA vs France women’s basketball live updates: A’ja Wilson to feature in Paris Olympics 2024 gold medal game  The New York Times
 * Here's…",2024-08-11T13:47:39.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzh4jfgbgv2f
mabfan.bsky.social,"Will be at Wicked Comic Con 2024 later today, but first, watching Olympics women’s basketball.",2024-08-11T13:17:58.233Z,https://bsky.app/profile/mabfan.bsky.social/post/3kzh2ucczo42q
radar.bsky.social,"The Blue Devils continued competition at the 2024 Olympics on Saturday with action in golf, basketball and track and field. Here is a recap from action on Aug. 10",2024-08-11T09:36:41.928Z,https://bsky.app/profile/radar.bsky.social/post/3kzgoinluim2x
newsnetworks.bsky.social,"USA Basketball wins gold medal: Stephen Curry, LeBron James hold off France at 2024 Paris Olympics - CBS Sports http://dlvr.it/TBmf9C",2024-08-11T08:03:15.000Z,https://bsky.app/profile/newsnetworks.bsky.social/post/3kzgjbkjg7s2g
globalvoters.bsky.social,"USA Basketball wins gold medal: Stephen Curry, LeBron James hold off France at 2024 Paris Olympics - CBS Sports: * USA Basketball wins gold medal: Stephen Curry, LeBron James hold off France at 2024 Paris Olympics  CBS Sports
 * Team USA wins the gold medal in men’s basketball, defeating France in…",2024-08-11T06:19:14.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzgdhkz6ke2l
globalvoters.bsky.social,"American Masai Russell wins Olympic gold in 100m hurdles by a 100th of a second - NPR: * American Masai Russell wins Olympic gold in 100m hurdles by a 100th of a second  NPR
 * 2024 Olympics live updates: U.S. women win gold in soccer; NBA stars clinch 5th straight basketball gold for Team USA  NBC…",2024-08-11T04:12:15.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzg4eiqlc22s
wbbdaily.flipboard.social.ap.brid.gy,"A'ja Wilson wants more as US women's basketball goes for 8th gold

https://www.usatoday.com/story/sports/olympics/2024/08/10/aja-wilson-usa-womens-basketball-eighth-gold/74748129007/",2024-08-11T02:22:37.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzfwajaouvg2
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - コミケ
️⚠️💨1 - steph
️⚠️💨1 - curry
4th - rape
5th - politico
6th - olimpíadas
7th - laughed
8th - injuries
9th - injured
10th - frio
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T22:00:43.548Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfhm4fimi2k
sportrendy.bsky.social," Fransa'yı deviren ABD üst üste 5. kez olimpiyat şampiyonu sportrendy.blogspot.com/2024/08/fran...
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #Basketball #DreamTeam 🇺🇸 #Gold",2024-08-10T21:59:20.674Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kzfhjnr4642c
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - curry
️⚠️💨2 - steph
️⚠️💨1 - basketball
️⚠️💨1 - русня
️⚠️💨1 - йобана
6th - nba
7th - lebron
8th - コミケ
9th - medal
10th - lp
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-10T21:40:34.992Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfgi3ttpv24
nbaupdates.bsky.social,"WATCH: LeBron James posterized by Guerschon Yabusele as France star throws down best dunk of 2024 Olympics
https://www.cbssports.com/olympics/news/watch-lebron-james-posterized-by-guerschon-yabusele-as-france-star-throws-down-best-dunk-of-2024-olympics/
#NBA #Basketball",2024-08-10T20:52:27.678Z,https://bsky.app/profile/nbaupdates.bsky.social/post/3kzfds3fktd2a
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - lebron
️⚠️💨1 - hacked
️⚠️💨1 - yabusele
️⚠️💨1 - nba
5th - basketball
6th - refs
7th - leak
8th - jordan
9th - ultra
10th - thunder
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-10T20:20:34.024Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfbyzdsxw2k
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨5 - lebron
️⚠️💨1 - yabusele
️⚠️💨1 - hacked
️⚠️💨1 - bron
5th - vind
6th - nba
7th - medal
8th - warten
9th - ukraine
10th - poland
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T20:10:35.991Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfbh6zpzy2f
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - hacked
️⚠️💨1 - fallon
️⚠️💨1 - basketball
️⚠️💨1 - politico
️⚠️💨1 - medal
️⚠️💨1 - lebron
️⚠️💨1 - jimmy
8th - iran
9th - ブレイキン
10th - www.politico.com/news/2024/08
(tap/click to see all posts on Bluesky featuring that word!)
",2024-08-10T20:00:35.106Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfavby3dn24
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - politico
️⚠️💨1 - hacked
️⚠️💨1 - phil
️⚠️💨1 - wizard
️⚠️💨1 - tatum
️⚠️💨1 - medal
️⚠️💨1 - jordan
️⚠️💨1 - ブレイキン
️⚠️💨1 - hack
️⚠️💨1 - ant
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T19:50:35.794Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfadggqjf2u
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - phil
️⚠️💨2 - wizard
️⚠️💨1 - lebron
️⚠️💨1 - wemby
️⚠️💨1 - embiid
️⚠️💨1 - politico
️⚠️💨1 - medal
️⚠️💨1 - dany
️⚠️💨1 - relay
10th - internal
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T19:40:35.665Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzf7rk4i4a2g
globalvoters.bsky.social,"Olympics basketball Latest: LeBron James, #US face Victor Wembanyama, France for gold: The 2024 Olympic men’s basketball tournament ends with the U.S. taking on host France in a showdown at Bercy Arena",2024-08-10T19:34:10.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzf7g3u7z22k
wbbdaily.flipboard.social.ap.brid.gy,"A’ja Wilson is the world’s best women’s basketball player in so many ways - The Washington Post

https://www.washingtonpost.com/sports/olympics/2024/08/09/aja-wilson-usa-womens-basketball-paris-olympics/",2024-08-10T18:03:01.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzf2lwlynga2
rawnba.bsky.social,"[GAME THREAD] Olympics 2024 USA Basketball Gold Medal Match: Team USA 🇺🇸 vs Team France 🇫🇷 8/10/24 12:30 PM PT

https://www.rawchili.com/3648152/

GAME TIME: 12:30 PM PT TEAM USA 🇺🇸 vs. TEAM FRANCE 🇫🇷 TV: USA Network, Peacock Location: Paris,…",2024-08-10T16:35:41.000Z,https://bsky.app/profile/rawnba.bsky.social/post/3kzevgzetul2c
bayarea.bsky.social,‘The last dance': Basketball world reacts to Team USA's 2024 Olympics gold,2024-08-10T15:50:42.000Z,https://bsky.app/profile/bayarea.bsky.social/post/3kzfvv7bbnk2y
lovenba.bsky.social,"[GAME THREAD] Olympics 2024 USA Basketball Gold Medal Match: Team USA 🇺🇸 vs Team France 🇫🇷 8/10/24 12:30 PM PT

https://www.lovenba.com/1441431/

GAME TIME: 12:30 PM PT TEAM USA 🇺🇸 vs. TEAM FRANCE 🇫🇷 TV: USA Network, Peacock Location: Paris, France ROSTER Projected Starters: Position Team France …",2024-08-10T15:18:10.000Z,https://bsky.app/profile/lovenba.bsky.social/post/3kzer4he5dy2p
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - uswnt
️⚠️💨1 - brazil
3rd - 日付
4th - コミケ
5th - hrt
6th - helicopter
7th - futebol
8th - bora
9th - ブレイキン
10th - pelosi
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-10T15:10:45.216Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzeqozv3xt2n
wbbdaily.flipboard.social.ap.brid.gy,"US women on cusp of record 8th consecutive gold medal in basketball with only France standing in way | AP News

https://apnews.com/article/2024-olympics-womens-basketball-us-streak-france-3c0886fb1637032404bfc59a871bfe60",2024-08-10T15:06:00.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzeqgmlpeju2
newsnetworks.bsky.social,Team USA vs. France: How to watch the USA men's basketball gold medal game at the 2024 Olympics today - Yahoo Sports http://dlvr.it/TBlWlR,2024-08-10T15:04:13.000Z,https://bsky.app/profile/newsnetworks.bsky.social/post/3kzeqdfbhd225
apnews-world-rss.bsky.social,"2024 Olympics schedule Aug. 11: US women go for basketball gold, closing ceremony",2024-08-10T10:51:49.774Z,https://bsky.app/profile/apnews-world-rss.bsky.social/post/3kzeca2n7k72z
wbbdaily.flipboard.social.ap.brid.gy,"USA basketball highlights: American women top Australia to reach final

https://www.usatoday.com/story/sports/olympics/2024/08/09/usa-australia-basketball-olympics-live-updates/74195535007/?utm_source=flipboard&utm_content=topic%2Fwnba",2024-08-10T04:58:10.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzdohprxp4j2
collectingall.bsky.social,"∀ Olympic Basketball Bracket 2024: Live Stream Schedule for Men, Women's Medal Games http://blog.collecti... #SummerOlympics #TeamUSABasketball #BreakingNews #Olympics #BNTMISC",2024-08-09T22:32:13.000Z,https://bsky.app/profile/collectingall.bsky.social/post/3kzcyvk5nq22v
wbbdaily.flipboard.social.ap.brid.gy,"2024 Olympic basketball: What we learned from Team USA's semifinal win - ESPN

https://www.espn.com/olympics/story/_/id/40793565/2024-olympic-basketball-team-usa-semifinal-takeaways-final-preview",2024-08-09T20:47:31.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzct2ehfz4x2
blkcathmssngr.bsky.social,"Black Catholics have capitalized in several events at the 2024 Paris Olympics, winning medals for their home countries and making history in the process.

Headliners include gymnast Simone Biles, sprinter Julien Alfred, and basketball star Joel Embiid. https://buff.ly/3WYSfOH",2024-08-09T19:27:39.596Z,https://bsky.app/profile/blkcathmssngr.bsky.social/post/3kzcolizwq22n
oregonthedm.bsky.social,"Folks think the Olympics is all great but tbh, the sad truth is the USA Basketball team is getting treated by doctors with stethoscopes made of gold while other sports are ductaping their shoes and only getting care thanks to the host country. 

www.cnn.com/2024/08/09/s...",2024-08-09T17:51:10.695Z,https://bsky.app/profile/oregonthedm.bsky.social/post/3kzcj6ym2vc2k
louevuo.bsky.social,"As the 2024 Olympics in France wind down, we take a look at the big picture of USA Basketball at the Olympic Games and what it's meant for American development over the years.

ballislife.com/team-usa-the...",2024-08-09T14:27:57.124Z,https://bsky.app/profile/louevuo.bsky.social/post/3kzc5tloq5z26
globalvoters.bsky.social,"The latest on the Paris Olympics - CNN: * The latest on the Paris Olympics  CNN
 * Paris Olympics live updates: Team USA goes for 4 x 100-meter relay gold, women's basketball faces Australia  Yahoo Sports
 * Paris Olympics 2024: Breaking Debut Takes To The Stage  Olympics
 * Olympic Games 2024: Tee…",2024-08-09T13:09:40.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzbzhmwnxk23
cyclingeu.bsky.social,"Live 🔴 USA Vs Serbia Men’s Basketball Semifinal Olympics 2024 | Play By Play & Scoreboard

https://www.cyclingeu.com/349771/live-%F0%9F%94%B4-usa-vs-serbia-mens-basketball-semifinal-olympics-2024-play-by-play-scoreboard/

This Video Is About Live 🔴 USA Vs Serbia Men’s Basketball Semifinal …",2024-08-09T02:33:33.000Z,https://bsky.app/profile/cyclingeu.bsky.social/post/3kzavwb525s2r
cyclingeu.bsky.social,"THRILLER IN PARIS! 🤩 | USA vs Serbia Men’s Basketball Semi-Final Highlights | #Paris2024 #Olympics

https://www.cyclingeu.com/349558/thriller-in-paris-%F0%9F%A4%A9-usa-vs-serbia-mens-basketball-semi-final-highlights-paris2024-olympics/

Stream every moment of the Paris 2024 Olympics 🇫🇷 only on …",2024-08-09T00:00:48.000Z,https://bsky.app/profile/cyclingeu.bsky.social/post/3kzanf4mxqk24
sportrendy.bsky.social," 🇺🇸🆚🇷🇸 17 Sayıdan Dönen ABD, Sırbistan’ı Yenerek Final Biletini Aldı sportrendy.blogspot.com/2024/08/17-s... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #Basketball",2024-08-08T23:14:13.625Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kzakrqyojc2q
newsnetworks.bsky.social,"2024 Paris Olympics men's basketball bracket: Team USA vs. France, where to watch, TV schedule, scores - CBS Sports http://dlvr.it/TBh24l",2024-08-08T23:01:41.000Z,https://bsky.app/profile/newsnetworks.bsky.social/post/3kzak3cspoe2o
wbbdaily.flipboard.social.ap.brid.gy,"Breanna Stewart, other moms on US women's basketball team enjoy rare moments | AP News

https://apnews.com/article/2024-olympics-basketball-us-c453eac15895b5dfed2c134a73c6a065",2024-08-08T22:34:12.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzaikaheip32
wbbdaily.flipboard.social.ap.brid.gy,"US-Australia set to renew women's Olympic basketball rivalry. Belgium-France meet in other semifinal | AP News

https://apnews.com/article/2024-olympics-paris-womens-basketball-13a3c98b13c950d4b5bded609cf898e5",2024-08-08T22:30:41.000Z,https://bsky.app/profile/wbbdaily.flipboard.social.ap.brid.gy/post/3kzaidwnzeq32
ddtru.bsky.social,Remember this article that was published on ESPN less than a week ago? #OlympicGames https://www.espn.com/olympics/basketball/story/_/id/40698877/olympics-2024-stephen-curry-worried-mini-slump-team-usa-basketball,2024-11-16T08:56:46.307Z,https://bsky.app/profile/ddtru.bsky.social/post/3lb2jijqm7g2c
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - ukraine
️⚠️💨1 - kursk
3rd - conference
4th - podcasts
5th - confession
6th - cissexual
7th - patch
8th - omnium
9th - mä
10th - katze
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-08T18:10:34.081Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kz7zspwpcz23
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - volleyball
️⚠️💨1 - 8/8
️⚠️💨1 - 08
️⚠️💨1 - ponto
️⚠️💨1 - pension
️⚠️💨1 - germans
7th - トラフ
8th - retirement
9th - german
10th - 南海
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-08T16:10:37.376Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kz7t4apcy42k
lovenba.bsky.social,"[GAME THREAD] Olympics 2024 USA Basketball Semifinals: Team USA 🇺🇸 vs Team Serbia 🇷🇸 8/8/24 12:00 PM PT

https://www.lovenba.com/1440246/

GAME TIME: 12:00 PM PT TEAM USA 🇺🇸 vs. TEAM SERBIA 🇷🇸 TV: USA Network, Peacock Location: Paris, France ROSTER Projected Starters: Position Team Serbia 🇷🇸 Team …",2024-08-08T13:54:27.000Z,https://bsky.app/profile/lovenba.bsky.social/post/3kz7lj4fayi2e
