author,content,created_at,postLink
ukrnws.bsky.social,"📰 Ukraine won second medal at 2024 Olympics: Kulish won silver award in shooting from three positions from 50 meters. VIDEO

🔗 https://censor.net/en/news/3502607/kulish_vygrav_dlya_ukrayiny_sribnu_medal_na_olimpiadi2024

#News #RussianInvasion #RussianWar #Ukraine",2024-08-01T10:54:41.626Z,https://bsky.app/profile/ukrnws.bsky.social/post/3kyno6vl2262s
eanlys.bsky.social,the turkish free to play uncle olympics shooting player is the hero of paris 2024,2024-08-01T10:40:52.019Z,https://bsky.app/profile/eanlys.bsky.social/post/3kynng6ocas2o
amplifyukraine.eu,Shooter Serhii Kulish wins silver in rifle shooting at the 2024 Olympics,2024-08-01T10:23:51.912Z,https://bsky.app/profile/amplifyukraine.eu/post/3kynmhrao2k2z
videos.osintukraine.com,"Archive: https://videosua.osintukraine.com/2024-08.html#88295
t.me/truexanewsua/95793 ↩


Труха⚡️Україна


[TRANSLATED MESSAGE]
🥈 There is the first ""Silver"" for Ukraine at the 2024 Olympics!

It is brought by Serhiy Kulish in shooting with a small-caliber rifle from three po...",2024-08-01T09:06:33.172Z,https://bsky.app/profile/videos.osintukraine.com/post/3kyni5jcvks22
pwgtennant.bsky.social,↙️ Data scientist vs statistician ↘️,2024-08-01T08:24:19.510Z,https://bsky.app/profile/pwgtennant.bsky.social/post/3kynfryahmk2z
ukrnws.bsky.social,"📰 Serhii Kulish advanced to the final of the individual rifle shooting event at the 2024 Olympics

🔗 https://ukrainefrontlines.com/news/world-press-about-ukraine/serhii-kulish-advanced-to-the-final-of-the-individual-rifle-shooting-event-at-the-2024-olympics/

#News #RussianInvasion #RussianWar",2024-07-31T17:26:59.809Z,https://bsky.app/profile/ukrnws.bsky.social/post/3kyltnjqwku23
benborges.xyz,Serhii Kulish advanced to the final of the individual rifle shooting event at the 2024 Olympics: https://benborges.xyz/2024/07/31/serhii-kulish-advanced.html,2024-07-31T16:24:52.000Z,https://bsky.app/profile/benborges.xyz/post/3kyls4jhwmk2a
amplifyukraine.eu,Serhii Kulish advanced to the final of the individual rifle shooting event at the 2024 Olympics,2024-07-31T16:18:57.218Z,https://bsky.app/profile/amplifyukraine.eu/post/3kylptrznxx2w
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - shapiro
️⚠️💨1 - palin
️⚠️💨1 - gaza
4th - 豪雨
5th - hump
6th - haniyeh
7th - messaging
8th - appliances
9th - 閃輝
10th - 水曜日
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-31T14:30:38.177Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyljs432x22e
BBCtopstories.mastodonapp.uk.ap.brid.gy,"Great Britain's Hales wins men's trap shooting gold
https://www.bbc.com/sport/olympics/articles/cye0z1kw4gyo

At: 2024-07-30T15:35:49.000Z",2024-07-31T06:13:12.000Z,https://bsky.app/profile/BBCtopstories.mastodonapp.uk.ap.brid.gy/post/3kyknynuto6d2
silveryote.bsky.social,And here is the USA Shooting Team at the Paris 2024 #Olympics,2024-07-30T13:32:40.009Z,https://bsky.app/profile/silveryote.bsky.social/post/3kyiw3ixue72g
byteseu.bsky.social,"Paris Olympics 2024 * 07/30/2024 * A gold in the backstroke, an appeal, a str…bear cent

https://www.byteseu.com/297813/

Medal events 03:34 – Surfing: Men’s event finals 04:15 – Surfing: Women’s event finals 08:00 – Triathlon: individual men’s event 09:30 – Shooting: 10m pistol finals mixed …",2024-07-30T06:13:07.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyi5jmpl7z2l
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d
blipsnewslinks.bsky.social,"BLIP'S DAILY UPDATE: JULY 29TH 2024

Biden Outlines Supreme Court Reforms... Deadly Train Wreck In Russia...  Mass Shooting In Upstate New York Park... AND... Djokovic Wins Over Nadal At Paris Olympics",2024-07-29T18:45:48.719Z,https://bsky.app/profile/blipsnewslinks.bsky.social/post/3kygx4klra32u
byteseu.bsky.social,"Paris Olympics 2024 * 07/29/2024 * Italy gets into gear, reigns supreme in swimming

https://www.byteseu.com/295201/

All those rosaries you recited yesterday were effective, thank you all for your cooperation!     MONDAY 29 JULY: Medal events 09:30 – Shooting: women’s 10m rifle final 11:00 – …",2024-07-29T06:26:08.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyfnrxywb22n
akashambanifc.bsky.social,"Celebrating excellence! 
Mrs. Nita Ambani congratulates Manu Bhaker on her remarkable achievement at the Paris Olympics 2024
#ManuBhaker #NitaAmbani #ParisOlympics2024 #shooting #olympicgames #ProudMoment #IndianPride",2024-07-29T05:43:13.320Z,https://bsky.app/profile/akashambanifc.bsky.social/post/3kyflf6w7lw2b
globalvoters.bsky.social,Paris Olympics 2024 Day 2 (July 28): India's Full Schedule & Results: Manu Bhaker won India's first medal of the Paris Olympics and the first in shooting after 12 years by finishing third in the women's 10m air pistol final for a bronze medal.,2024-07-29T04:36:15.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyfhngrwyr2l
news-feed.bsky.social,@CBSNews: China earns first gold medal of the 2024 Paris Olympics in mixed team air rifle shooting https://t.co/ZKfNhjaNL1,2024-07-27T12:41:14.777Z,https://bsky.app/profile/news-feed.bsky.social/post/3kybbssvu4e2c
news-feed.bsky.social,"@SkyNews: BREAKING: China has won the first gold medal of the Paris Olympics 2024 in the mixed team air rifle shooting.

https://t.co/wfZCIdqUhL

📺 Sky 501 and YouTube https://t.co/5YBij1sH5D",2024-07-27T09:59:32.679Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyayrobfzp2y
globalvoters.bsky.social,"China wins Paris Olympics' 1st gold medal; defeat South Korea in shooting competition: China’s Huang Yuting and Sheng Lihao picked up the first gold medal of the 2024 Paris Olympics on Saturday as they topped South Korea’s Keum Ji-hyeon and Park Ha-jun in the 10-meter air rifle mixed team, 16-12.…",2024-07-27T09:52:09.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyayehzn252u
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨1 - assassination
️⚠️💨1 - rhetoric
️⚠️💨1 - shooter
4th - 祝日
5th - 海の日
6th - ハイパーサブレ
7th - blocklist
8th - violence
9th - swimming
10th - rally
(tap/click to see all posts with that word!)

#FreePalestine 🇵🇸",2024-07-14T22:10:35.638Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxblkvp6th2d
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨2 - shooter
️⚠️💨1 - williams
️⚠️💨1 - spain
️⚠️💨1 - kane
️⚠️💨1 - england
️⚠️💨1 - jin
️⚠️💨1 - brunch
️⚠️💨1 - nico
️⚠️💨1 - spanien
️⚠️💨1 - southgate
(tap/click to see all posts with that word!)

#ListenToBlackVoices",2024-07-14T20:20:36.527Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxbfgaes742o
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨1 - kane
️⚠️💨1 - shooter
️⚠️💨1 - foden
️⚠️💨1 - england
️⚠️💨1 - spain
️⚠️💨1 - jin
️⚠️💨1 - assassination
️⚠️💨1 - registered
️⚠️💨1 - violence
️⚠️💨1 - uvalde
(tap/click to see all posts with that word!)

#йобанарусня",2024-07-14T19:50:35.442Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxbdqkqrtq25
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨2 - shooter
️⚠️💨1 - assassination
️⚠️💨1 - doherty
️⚠️💨1 - alcaraz
️⚠️💨1 - wimbledon
️⚠️💨1 - violence
️⚠️💨1 - shannen
️⚠️💨1 - djokovic
9th - registered
10th - melania
(tap/click to see all posts with that word!)
",2024-07-14T16:20:35.928Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxaxz32i6a2u
nowbreezing.ntw.app,"Here's the Top 10 Trending Words over the Past 10 Minutes (weighted by past usage):
️⚠️💨4 - doherty
️⚠️💨3 - shannen
️⚠️💨3 - shooter
️⚠️💨1 - assassination
️⚠️💨1 - registered
️⚠️💨1 - 90210
️⚠️💨1 - shooting
️⚠️💨1 - 53
️⚠️💨1 - violence
️⚠️💨1 - hills
(tap/click to see all posts with that word!)
",2024-07-14T13:40:44.165Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kxap37qzaz2c
