author,content,created_at,postLink
emarktaylor.mastodon.online.ap.brid.gy,"#Paris2024 @olympicschat #Athletics #TrackAndField

Via MarieFranceRemillard @MFRemillard
·
5h
Mick Jagger watch Olympic track and field in Paris on Aug. 8, 2024.

#MickJagger #Olympics",2024-08-09T03:17:39.000Z,https://bsky.app/profile/emarktaylor.mastodon.online.ap.brid.gy/post/3kzayf4iqonk2
chklaue.bsky.social,"📌 The Paris 2024 Olympians have elected 4 new members to IOC Athletes’ Commission:

🔹Allyson Felix (USA, Athletics)
🔹Kim Bui (GER, Gymnastics)
🔹Jessica Fox (AUS, Canoe)
🔹Marcus Daniell (NZL, Tennis)

Their term is 8 years.

👉 olympics.com/ioc/news/par...
#Olympics #Paris2024",2024-08-08T21:47:49.575Z,https://bsky.app/profile/chklaue.bsky.social/post/3kzafxaenrx2b
australia.theguardian.com,"Paris 2024 Olympics day 12: track cycling records fall, skateboarding, golf and athletics – live",2024-08-07T13:34:09.450Z,https://bsky.app/profile/australia.theguardian.com/post/3kz4zvklaoc2k
bbcnews-uk-rss.bsky.social,Paris 2024 Olympics athletics video: Josh Kerr proud of performance to win silver in 1500m,2024-08-07T07:26:40.540Z,https://bsky.app/profile/bbcnews-uk-rss.bsky.social/post/3kz4fehakgs2f
byteseu.bsky.social,"Paris Olympics 2024 * 07/08/2024 * Furlani skips, streak is saved

https://www.byteseu.com/317949/

Medal events 07:30 – Athletics: mixed walking relay final 12:54 – Sport climbing: women’s speed final 2.43pm – Sailing: Nacra 17 final regatta 15:00 – Weightlifting: Men’s 61kg final 15:43 – …",2024-08-07T05:13:07.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kz45vovx7s2w
australia.theguardian.com,"Paris 2024 Olympics day 11: athletics, showjumping, cycling, boxing and more – live",2024-08-06T10:34:09.578Z,https://bsky.app/profile/australia.theguardian.com/post/3kz27erjfks2u
merseytart.bsky.social,How can we miss out on an equestrian medal? Posh people on horses is one of the few things this country is good at!,2024-08-06T09:20:04.540Z,https://bsky.app/profile/merseytart.bsky.social/post/3kz23aci66c2k
cyclingeu.bsky.social,"Athletics Paris Olympic 2024 Live Stream | Paris 2024 Olympic Track And Field Full Competition

https://www.cyclingeu.com/346043/athletics-paris-olympic-2024-live-stream-paris-2024-olympic-track-and-field-full-competition/

Paris 2024 Summer Olympics Paris 2024 Summer Olympics Live Paris 2024 …",2024-08-06T07:33:27.000Z,https://bsky.app/profile/cyclingeu.bsky.social/post/3kyzvbqrii72e
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day 11: athletics, cycling, boxing and more – live https://t.co/RaR48HYSie",2024-08-06T04:20:15.136Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyzki6fvrd2m
wsfm.bsky.social,"LIVE 🔴 Women's Discus Throw Final🥇
--
Athletics Olympics 2024
#Olympics #Athletics

Link 1 👉 is.gd/EDv9Bm
Link 2 👉 is.gd/UM6gXY",2024-08-05T15:46:05.263Z,https://bsky.app/profile/wsfm.bsky.social/post/3kyyadotor32l
wsfm.bsky.social,"LIVE 🔴 Men's Pole Vault Final 🥇
Athletics Olympics 2024
#Olympics #Athletics

Link 1 👉 is.gd/E8u6Bh
Link 2 👉 is.gd/RDuRbo",2024-08-05T15:38:30.877Z,https://bsky.app/profile/wsfm.bsky.social/post/3kyy7w4wmhs23
wsfm.bsky.social,"Live Stream 🔴 Athletics Olympics 2024
--
Session 9 and the final hurdle race
#Olympics #Athletics

Link 1 👉 is.gd/OCzYHp
Link 2 👉 is.gd/AwSifN",2024-08-05T15:33:22.146Z,https://bsky.app/profile/wsfm.bsky.social/post/3kyy7mwryek2j
australia.theguardian.com,"Paris 2024 Olympics day 10: GB triathlon silver, athletics, cycling, gymnastics and more – live",2024-08-05T08:04:09.148Z,https://bsky.app/profile/australia.theguardian.com/post/3kyxgjmlbfd2i
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day 10: athletics, cycling, gymnastics and more – live https://t.co/M5Bwgamt61",2024-08-05T05:10:00.984Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyx4sai6vb23
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day 10: athletics, cycling, gymnastics and more – live https://t.co/gE2uG2tVgI",2024-08-05T05:04:28.878Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyx4idr4mh26
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨8 - lyles
️⚠️💨6 - noah
️⚠️💨4 - 100m
️⚠️💨1 - nbc
️⚠️💨1 - iq
️⚠️💨1 - thompson
️⚠️💨1 - bronze
8th - meter
9th - men's
10th - finish
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-04T20:10:34.236Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyw6nn3myh26
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: athletics, Fry takes individual dressage bronze, golf and more – live https://t.co/dFDbylL3Bb",2024-08-04T11:56:22.735Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyvczxoglq2e
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: athletics, individual dressage final, boxing and more – live https://t.co/oXhswhCSTB",2024-08-04T10:50:37.012Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyv7eedcnk2v
australia.theguardian.com,"Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live",2024-08-04T09:04:09.277Z,https://bsky.app/profile/australia.theguardian.com/post/3kyuzfyhtcb2i
cwbuecheler.com,"Turns out a big country with vast riches, a huge focus on athletics from primary school onward, and an extremely competitive culture churns out a lot of high-level athletes ...",2024-08-04T07:41:33.271Z,https://bsky.app/profile/cwbuecheler.com/post/3kyuuscb6fc2s
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live https://t.co/stLOilfEu8",2024-08-04T07:37:17.616Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyuukobydl2g
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live https://t.co/CcNushR0cd",2024-08-04T06:41:02.274Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyurg3d2o32w
ericdere.mastodon.nl.ap.brid.gy,Bol lights up track on night short of star power https://www.theguardian.com/sport/article/2024/aug/03/paris-olympics-athletics-track-and-field-femke-bol-shacarri-richardson-julien-alfred?CMP=Share_iOSApp_Other,2024-08-04T05:50:15.000Z,https://bsky.app/profile/ericdere.mastodon.nl.ap.brid.gy/post/3kyuoldmm33y2
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live https://t.co/7rDGHLB2Ch",2024-08-04T05:28:12.229Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyundtq2h32g
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - ledecky
️⚠️💨2 - alfred
️⚠️💨1 - lucia
️⚠️💨1 - julien
️⚠️💨1 - katie
️⚠️💨1 - medal
️⚠️💨1 - saint
️⚠️💨1 - 100m
️⚠️💨1 - richardson
10th - sha'carri
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-03T19:40:34.457Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kytmj3asow2o
australia.theguardian.com,"Paris 2024 Olympics day eight: athletics, rowing, men’s cycling road race and more – live",2024-08-03T05:04:08.701Z,https://bsky.app/profile/australia.theguardian.com/post/3kys3jvkctp2h
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day eight: athletics, rowing, men’s cycling road race and more – live https://t.co/kE62uF4vYA",2024-08-03T04:27:02.706Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyrzhkq5zk23
npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj.momostr.pink.ap.brid.gy,"Daily Wager 📈 #Betstr Your One-Stop Shop for the Latest Odds 🗼 Olympics 2024 - Athletics Men 200m
<https://image.nostr.build/c18cf5ddf004d1684975e1177dc0a7e3673efa8b19fb9d91b658aeebd4c432df.jpg>

🗼 #ParisOlympics 🇫🇷 with […] 

[Original post on coracle.social]",2024-08-02T15:03:33.000Z,https://bsky.app/profile/npub1qspus6smkn8mcdxg5jflh50s69vdgtwsd5p74gmjpzp2qekn5duqfv5afj.momostr.pink.ap.brid.gy/post/3kyqmkxphl4m2
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day seven: athletics, golf, rowing, swimming and more – live https://t.co/OtgW6oPpIY",2024-08-02T04:48:40.225Z,https://bsky.app/profile/news-feed.bsky.social/post/3kypk7corbw2d
globalvoters.bsky.social,"Paris Olympics 2024 Day 6 (August 1): India's Full Schedule & Results: Swapnil Kusale won a bronze medal in the Men’s 50m Rifle Three Positions final at the Paris Olympics, adding another shooting medal for India. The Indian men’s hockey team will face Belgium, while other events include athletics,…",2024-08-01T16:39:40.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyobhrlgi22x
roseveleth.com,"Thank you Vulture for naming Tested one of the best podcasts of 2024 (so far)!

www.vulture.com/article/new-...",2024-08-01T15:23:04.159Z,https://bsky.app/profile/roseveleth.com/post/3kyo56rzb3y2t
byteseu.bsky.social,"Paris Olympics 2024 * 01/08/2024 * Where Italy dominates the non-medal table of placings outside the podium

https://www.byteseu.com/303033/

But England is pressing us Medal events 03:34 – Surfing: Men’s Individual Event Final 04:15 – Surfing: women’s individual event final 07:30 – Athletics: …",2024-08-01T06:52:12.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kynanf4sab25
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
1st - 五輪
2nd - walz
3rd - 月曜
4th - rolls
5th - isaac
6th - adams
7th - 7/28
8th - 警戒
9th - 活用
10th - 月曜日
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-29T00:10:36.344Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyeysfsq4q2k
ansgarw.bsky.social,"The #Paris2024 Olympics will feature 45 different sports, with four of them present since the very first Games in 1896: Artistic Gymnastics 🤸, Athletics 🏟️, Fencing 🤺, and Swimming 🏊.

#dataviz 📊 #rstats #ggplot2 #SportsVizSunday",2024-07-28T09:44:06.212Z,https://bsky.app/profile/ansgarw.bsky.social/post/3kydiey72sw2x
boltatimes.bsky.social,"Sports included in Paris Olympics 2024:

1. Archery🏹
2. Artistic Gymnastics🤸
3. Artistic Swimming🏊
4. Athletics🏃
5. Badminton🏸
6. Basketball🏀
7. Basketball 3x3⛹️
8. Beach Volleyball🏖️
9. Boxing🥊
10. Breaking🕺
11. Canoe Slalom🚣
12. Canoe Sprint🚣‍♀️
13. Cycling BMX Freestyle🚴
14. Cycling BMX Racing🚵",2024-07-27T16:27:05.435Z,https://bsky.app/profile/boltatimes.bsky.social/post/3kybogphnb52u
cyclefunmontreal.bsky.social,"Truth!

""What’s best for kids [...] is lots of outdoor free play, exposure to a variety of athletic options and an approach to youth athletics that promotes widespread participation and sparks engagement and joy.

Not sending 11 year-olds to the Olympics.
www.nytimes.com/2024/07/26/o...",2024-07-26T14:25:53.287Z,https://bsky.app/profile/cyclefunmontreal.bsky.social/post/3ky6x6z43jr2a
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g
mattbr.bsky.social,I’m not exactly the most plugged-in when it comes to athletics but have we talked about why the 2024 Olympics logo is a fuck ass bob yet?,2024-07-22T12:29:31.285Z,https://bsky.app/profile/mattbr.bsky.social/post/3kxuotanu5v2q
thekenchilds.com,"Happy ""First CAS Complaint for the 2024 Olympics"" everyone!

Nayoka Clunis (Jamaica) was qualified for the Games, and selected by the Jamaica Athletics Admin Association, but the JAAA did not submit her name to World Athletics and thus she's not in the hammer throw.",2024-07-19T20:54:59.374Z,https://bsky.app/profile/thekenchilds.com/post/3kxnzodg6xf2j
dianamoskovitz.bsky.social,"I am *so* excited to announce that I will be writing my first book! It’s about the woman who took on some of the most powerful men in sports, pushed to get women’s athletics into the modern Olympics, and whose efforts helped change how the world views who gets to be an athlete.",2024-07-09T19:21:24.718Z,https://bsky.app/profile/dianamoskovitz.bsky.social/post/3kwuprseiqc2n
byteseu.bsky.social,"Athletes ‘ashamed’ to represent Team GB after Olympics selection policy

https://www.byteseu.com/245598/

Athletes ‘ashamed’ to represent Team GB after Olympics selection policy https://www.telegraph.co.uk/athletics/2024/07/04/athletes-ashamed-uk-athletics-british-olympics-selection/ Posted by …",2024-07-06T13:52:03.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kwmly6pbdo2c
globalvoters.bsky.social,Kerr & Johnson-Thompson head GB Olympics athletics squad: World champions Josh Kerr and Katarina Johnson-Thompson lead Team GB's athletics medal hopes for the Paris 2024 Olympics.,2024-07-05T12:32:08.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kwjx2c2xsg2c
