author,content,created_at,postLink,Sentiment_Score,Sentiment_Label
news-feed.bsky.social,"@XHNews: Emerging Olympic sports like breaking, skateboarding, sport climbing, and surfing at the 2024 Paris Olympics have captivated young Chinese, attracting a growing number of followers by pushing physical limits and exploring personal abilities. https://t.co/kdMS7XGLto",2024-08-13T03:21:54.185Z,https://bsky.app/profile/news-feed.bsky.social/post/3kzl2ic4hhm2s,0.8807,Positive
hexedragon.bsky.social,"i didn't realize Paris 2024 was also debuting the Oppression Olympics. i think the new breaking event is much more fun to watch.

but seriously, the way some of these folks are posting, you'd think they're really competing for the gold!",2024-08-12T15:15:01.268Z,https://bsky.app/profile/hexedragon.bsky.social/post/3kzjrujnrlw26,0.1377,Positive
globalvoters.bsky.social,Paris 2024 breaks BBC Sport record with 218m streams: BBC Sport's coverage of the 2024 Paris Olympics is streamed a record-breaking 218 million times online.,2024-08-12T13:29:34.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzjlxxs7rm27,0.0,Neutral
raallen86.bsky.social,"Me, trying to get vitals on the sleeping haldol, benadryl, ativan, zyprexa, ketamine patient, before day shift arrives.",2024-08-12T07:54:09.874Z,https://bsky.app/profile/raallen86.bsky.social/post/3kziza7cqh62v,0.2732,Positive
vir2ualvibes.bsky.social,"The only controversy is that Russia and Belarus are not allowed to compete in the 2024 Summer Olympics in Paris. Russia broke the Olympic Truce in 2022 when it invaded Ukraine breaking the UN-backed resolution fostering peace during the Olympics. With Russ gone, no doping controversy for once. Yay!",2024-08-12T00:13:20.885Z,https://bsky.app/profile/vir2ualvibes.bsky.social/post/3kzi7i7asnk2d,0.4926,Positive
cpo10za.bsky.social,"AFIK, World DanceSport Federation, which is the international governing body of competitive dancing, submitted a few styles of competitive dance for the IOC to consider adding to the Olympics. They picked breaking for the 2018 Youth Olympics, & it was a hit, so they added it to the 2024 Olympics.",2024-08-11T23:26:44.797Z,https://bsky.app/profile/cpo10za.bsky.social/post/3kzi4uuqzic2p,0.34,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - laundry
2nd - ukraine
3rd - marathon
4th - 2028
5th - weiss
6th - pense
7th - nonbinary
8th - mutter
9th - kursk
10th - intelligent
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-11T18:10:33.298Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzhl7hj35y2f,0.6239,Positive
theglobeandmail.com,"Paris 2024: The full list of every Canadian medal won at the Olympics: Canada won a record-breaking 27 medals at the Paris Olympics, including nine golds",2024-08-11T17:32:06.000Z,https://bsky.app/profile/theglobeandmail.com/post/3kzhj2qgqt227,0.8885,Positive
news-feed.bsky.social,"@NBCNews: BREAKING: After a nail biting game and a final quarter full of free throws, the U.S. women's basketball team takes home its eighth consecutive gold medal, the first to do so in a team sport.

Watch the 2024 Paris Olympics on NBC and streaming on Peacock.  https://t.c",2024-08-11T15:33:40.517Z,https://bsky.app/profile/news-feed.bsky.social/post/3kzhcgxcdgu26,0.7506,Positive
bbctopstories.bsky.social,"GB end Paris 2024 with 65 medals to top Tokyo total

https://www.bbc.com/sport/olympics/articles/c33ndrk1e0lo #Breaking",2024-08-11T14:20:27.837Z,https://bsky.app/profile/bbctopstories.bsky.social/post/3kzh6e2jpwc2v,0.2023,Positive
newsnetworks.bsky.social,Raygun becomes viral sensation during breaking performance at 2024 Paris Olympics: Social media reacts - USA TODAY http://dlvr.it/TBmS7Q,2024-08-11T05:01:05.000Z,https://bsky.app/profile/newsnetworks.bsky.social/post/3kzg73sfnek23,0.0,Neutral
bigearthdata.bsky.social,"2024 Olympics live updates: U.S. women, men in relays, breaking begins – NBC News | MORE at EcoSearch",2024-08-11T04:58:00.207Z,https://bsky.app/profile/bigearthdata.bsky.social/post/3kzg6wbylqk2d,0.0,Neutral
nesbotetc.bsky.social,"Breaking made its debut at the 2024 Olympics - Discussion Thread
www.resetera.com/threads/95...",2024-08-11T04:05:35.438Z,https://bsky.app/profile/nesbotetc.bsky.social/post/3kzg3yl2fyw2k,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - hacked
️⚠️💨1 - fallon
️⚠️💨1 - basketball
️⚠️💨1 - politico
️⚠️💨1 - medal
️⚠️💨1 - lebron
️⚠️💨1 - jimmy
8th - iran
9th - ブレイキン
10th - www.politico.com/news/2024/08
(tap/click to see all posts on Bluesky featuring that word!)
",2024-08-10T20:00:35.106Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfavby3dn24,0.3595,Positive
firestormcan.bsky.social,"Toronto-born
Vancouver-raised
Olympic Breaking Champion
Philip. Kim. WIZARD.

Way to go, man. You dominated that stage!",2024-08-10T19:54:12.113Z,https://bsky.app/profile/firestormcan.bsky.social/post/3kzfajuqar22m,0.636,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - politico
️⚠️💨1 - hacked
️⚠️💨1 - phil
️⚠️💨1 - wizard
️⚠️💨1 - tatum
️⚠️💨1 - medal
️⚠️💨1 - jordan
️⚠️💨1 - ブレイキン
️⚠️💨1 - hack
️⚠️💨1 - ant
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T19:50:35.794Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzfadggqjf2u,0.3595,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - phil
️⚠️💨2 - wizard
️⚠️💨1 - lebron
️⚠️💨1 - wemby
️⚠️💨1 - embiid
️⚠️💨1 - politico
️⚠️💨1 - medal
️⚠️💨1 - dany
️⚠️💨1 - relay
10th - internal
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T19:40:35.665Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzf7rk4i4a2g,0.636,Positive
inbella.bsky.social,"Raygun becomes viral sensation during breaking performance at 2024 Paris Olympics

https://www.inbella.com/691833/raygun-becomes-viral-sensation-during-breaking-performance-at-2024-paris-olympics/

 …",2024-08-10T19:22:09.000Z,https://bsky.app/profile/inbella.bsky.social/post/3kzf6qo4ew22d,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - phil
️⚠️💨1 - wizard
️⚠️💨1 - relay
️⚠️💨1 - shigekix
️⚠️💨1 - 4x400
6th - medal
7th - breakdancing
8th - vulnerabilities
9th - politico
10th - hacked
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-10T19:10:35.727Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzf63vlehy2f,0.2244,Positive
silpayamanant.bsky.social,"Posted on social media & reminded me of a recent AP quote (link in img text)

""You don’t have to be good at a one of your cultural practices/traditions to be upset when outsiders are culturally misappropriating it, and when they receive more opportunities and acclaim for doing it than your people.""",2024-08-10T18:22:23.877Z,https://bsky.app/profile/silpayamanant.bsky.social/post/3kzf3fpl47s2v,0.4927,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - fisher
️⚠️💨1 - grant
️⚠️💨1 - ingebrigtsen
️⚠️💨1 - 5000
5th - gaza
6th - zug
7th - paws
8th - bronze
9th - augen
10th - 5k
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-10T18:10:34.446Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzf2ql6cii2f,0.5562,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - brazil
️⚠️💨1 - ブレイキン
3rd - 卓球
4th - lorena
5th - catholic
6th - vôlei
7th - riize
8th - futebol
9th - breakdancing
10th - kursk
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-10T15:40:35.744Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzesefgx3d2u,0.2714,Positive
globalvoters.bsky.social,"Australian breakdancer goes viral for head-scratching performance at Paris Olympics: 'Hilariously ridiculous': Breaking debuted at the 2024 Paris Olympics on Friday, and one B-girl has gone absolutely viral on social media for her performance — but not in the way she likely would’ve hoped for.…",2024-08-10T15:25:35.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzerjl5w622k,0.5267,Positive
buffa-channel.bsky.social,"ヤマト運輸の配達員、荒ぶる【パリ五輪】
buffa-channel.com/archives/199...

#Raygun #レイチェル・ガン #ブレイキン #BREAKING #五輪 #Olympics #パリ2024 #オリンピック",2024-08-10T15:03:24.916Z,https://bsky.app/profile/buffa-channel.bsky.social/post/3kzeqby7vhx2y,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - ブレイキン
️⚠️💨1 - コミケ
3rd - csd
4th - breakdancing
5th - buildings
6th - 生き物
7th - ダンス
8th - waterpolo
9th - nc
10th - lee
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-10T14:40:35.803Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzeoz4d3g424,0.2714,Positive
michaelmurphy.bsky.social,"Maybe her performance was a sort of protest? The authors (she is lead) She sounds angry & worried in the intro to this article.

bsky.app/profile/incr...",2024-08-10T08:15:24.286Z,https://bsky.app/profile/michaelmurphy.bsky.social/post/3kzdzie5ykc2z,-0.7778,Negative
tomo.blue,Today's Google logo in Japan celebrates breaking at the Paris 2024 Summer Olympic Games. It's the same logo as yesterday. #googledoodle #breaking #paris2024 #parisolympics #olympics #olympicgames,2024-08-10T07:41:43.813Z,https://bsky.app/profile/tomo.blue/post/3kzdxm4monr2k,0.5719,Positive
tomo.blue,日本でのGoogleのロゴ、本日はパリ2024夏季オリンピック・ブレイキンver.です。昨日と同様のロゴ。 #googledoodle #breaking #paris2024 #parisolympics #olympics #olympicgames,2024-08-10T07:40:23.413Z,https://bsky.app/profile/tomo.blue/post/3kzdxjpq3ed2a,0.0,Neutral
byteseu.bsky.social,"Paris Olympics 2024 * 10/08/2024 * Where floors are cleaned with Breaking

https://www.byteseu.com/326127/

The only true Olympic anthem Medal events 08:00 – Athletics: Men’s Marathon 09:00 – Golf: Women’s Individual Final 11:30 – Weightlifting: Men’s 102kg final 12:35 – Sport climbing: women’s …",2024-08-10T05:39:12.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kzdqr3ywfy2j,0.7096,Positive
zedonk.bsky.social,No spoilers on the B-Girl division of 2024 Olympics Breaking but there is a little Lithuanian teenager in a durag that’ll 100% steal your heart,2024-08-10T04:01:09.307Z,https://bsky.app/profile/zedonk.bsky.social/post/3kzdlbpl5hs24,-0.7096,Negative
headintheclouds.bsky.social,"“Those who can’t do, teach”",2024-08-10T03:56:21.127Z,https://bsky.app/profile/headintheclouds.bsky.social/post/3kzdkz4n2gy2a,0.0,Neutral
news-feed.bsky.social,"@Forbes: Breaking, better known as break dancing, is making its Olympics debut at 2024 Summer Games, joining surfing, skateboarding and sport climbing as the newest Olympic sports. Here's what you need to know: https://t.co/gBxmyEruNr https://t.co/CC7kFQ2BRy",2024-08-09T18:54:47.081Z,https://bsky.app/profile/news-feed.bsky.social/post/3kzcmqpx3fx2o,0.4404,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - @pfrazee.com
️⚠️💨1 - wolff
️⚠️💨1 - ブレイキン
️⚠️💨1 - aol
5th - newspaper
6th - gaza
7th - syssy
8th - rainbow
9th - logistx
10th - computers
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-09T16:10:39.621Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzcdladue22b,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - ブレイキン
️⚠️💨1 - berger
️⚠️💨1 - bronze
️⚠️💨1 - programs
️⚠️💨1 - kursk
6th - reporters
7th - olympia
8th - 防災
9th - ハグ
10th - ukraine
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-09T15:10:47.340Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzcaa6jke22g,0.2714,Positive
globalvoters.bsky.social,"#Breaking joins the Paris 2024 Olympics: how does the scoring work?: #Breaking is making a cameo appearance at the Paris Games, a decision made to widen the Olympics' appeal to a younger audience.",2024-08-09T15:08:05.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzca3ewi4s2j,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - ブレイキン
️⚠️💨1 - ukraine
️⚠️💨1 - 防災
️⚠️💨1 - 地震
️⚠️💨1 - 台風
️⚠️💨1 - トラフ
️⚠️💨1 - bye
8th - 南海
9th - debby
10th - 緊急
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-09T14:20:37.835Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kzc5giiai22p,0.2714,Positive
globalvoters.bsky.social,"The latest on the Paris Olympics - CNN: * The latest on the Paris Olympics  CNN
 * Paris Olympics live updates: Team USA goes for 4 x 100-meter relay gold, women's basketball faces Australia  Yahoo Sports
 * Paris Olympics 2024: Breaking Debut Takes To The Stage  Olympics
 * Olympic Games 2024: Tee…",2024-08-09T13:09:40.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kzbzhmwnxk23,0.0,Neutral
news-feed.bsky.social,"@CBSNews: Team USA wants a gold medal in breaking at the 2024 Olympics ""to put some of that shine back onto the community""   https://t.co/W2x1fGbgKa",2024-08-09T11:01:35.152Z,https://bsky.app/profile/news-feed.bsky.social/post/3kzbsclc5a22b,0.4767,Positive
tomo.blue,Today's Google logo in Japan celebrates breaking at the Paris 2024 Summer Olympic Games. #googledoodle #breaking #paris2024 #parisolympics #olympics #olympicgames,2024-08-09T07:22:51.010Z,https://bsky.app/profile/tomo.blue/post/3kzbg3g7d6k24,0.5719,Positive
tomo.blue,日本でのGoogleのロゴ、本日はパリ2024夏季オリンピック・ブレイキンver.です。 #googledoodle #breaking #paris2024 #parisolympics #olympics #olympicgames,2024-08-09T07:20:58.107Z,https://bsky.app/profile/tomo.blue/post/3kzbfy2weos2e,0.0,Neutral
emmadelay.bsky.social,"Breaking Olympics 2024: Everything You Need to Know?

#Olympics #BreakingForGold #Olympicdancing #OlympicGames  #ParisOlympicsWithDD #ParisOlympics2024opening #Gamesolympics 

www.asianewstimes.com/sports/break...",2024-08-09T05:37:10.786Z,https://bsky.app/profile/emmadelay.bsky.social/post/3kzba6iyzwk2k,0.0,Neutral
animemafia.bsky.social,"Hello world: Breaking set to take centre stage at Paris 2024 
LINK: jeghosso.net/4/7857279

Four years after breaking officially became a part of the Paris 2024 program, the dance sport will finally get its share of the Olympic limelight on Friday (9 August). #paris2024 #olympics",2024-08-08T15:47:07.605Z,https://bsky.app/profile/animemafia.bsky.social/post/3kz7rvepxyc2w,0.296,Positive
videos.osintukraine.com,"Archive: https://videosua.osintukraine.com/2024-08_2.html#88970
t.me/uaobozrevatel/128908 ↩


Obozrevatel.ua


[TRANSLATED MESSAGE]
""New Bubka"", breaking two records, won the 2024 Olympics

Swedish track and field athlete Armand Duplantis is predicted to become the champion of...",2024-08-05T23:11:09.972Z,https://bsky.app/profile/videos.osintukraine.com/post/3kyyz7idcvc2b,0.8225,Positive
interactives.bsky.social,New on The New York Times : “Hip-Hop Arrives at the Paris Olympics With Breaking’s Debut” https://www.nytimes.com/interactive/2024/08/05/arts/dance/breaking-paris-olympics.html,2024-08-05T21:17:35.908Z,https://bsky.app/profile/interactives.bsky.social/post/3kyysug2khs2q,0.0,Neutral
bettycjung.bsky.social,"nytimes.com BREAKING NEWS
Simone Biles finished what could be her last Olympics with a silver in the floor exercise. Rebeca Andrade of Brazil won gold.
Monday, August 5, 2024 9:46 AM ET
The American gymnast Jordan Chiles awarded bronze medal after a score adjustment pushed her up from fifth place.",2024-08-05T15:32:43.308Z,https://bsky.app/profile/bettycjung.bsky.social/post/3kyy7lpptif2i,0.8591,Positive
news-feed.bsky.social,"@ChinaDaily: Despite intense scrutiny with numerous doping tests and the skepticism of some Western media outlets, Pan Zhanle's win in the men's 100m freestyle and the Chinese team's victory in the men's 4x100m medley relay at the 2024 Paris Olympics, with Pan anchoring in a record-breaking 45.92 se",2024-08-05T09:54:47.012Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyxmpgy6al2w,0.507,Positive
sketchynews.net,[Associated Press]US shooter Sagen Maddalena breaks an Olympic record in qualification. Ukraine gets a silver medal - The Associated Press The United States’ wait for a medal in shooting at the 2024 Olympics could be nearing its end after Sagen Maddalena laid down a marker by breaking the Olympic...,2024-08-03T16:15:34.189Z,https://bsky.app/profile/sketchynews.net/post/3kytb2isrth2w,0.8402,Positive
box464.mastodon.social.ap.brid.gy,"#TIL that breakdancing is an Olympic sport!

https://olympics.com/en/paris-2024/sports/breaking

#Olympics #Breaking #Breakdancing",2024-08-03T15:04:26.000Z,https://bsky.app/profile/box464.mastodon.social.ap.brid.gy/post/3kyt53nw3bj42,0.0,Neutral
bbcradio6musicbot.bsky.social,"BBC Radio 6 Music
The Huey Show

As breaking makes its Olympics debut, Huey traces its journey from the streets of 70s New York to Paris 2024. Featuring Kool Herc, Mr Freeze, BBoy Kid Karam and BGirl Ayumi.",2024-08-03T08:59:53.310Z,https://bsky.app/profile/bbcradio6musicbot.bsky.social/post/3kysipgmdhp24,0.0516,Positive
afp-bot.bsky.social,BREAKING French superstar Leon Marchand takes home his 4th gold medal of #Paris2024 with second-fastest 200m individual medley in history,2024-08-02T19:16:16.704Z,https://bsky.app/profile/afp-bot.bsky.social/post/3kyr2oz7ugc2v,0.4767,Positive
news-feed.bsky.social,@ChinaDaily: Freestyle swimming prodigy Pan Zhanle reaffirmed the integrity and solid progress of Chinese swimmers by breaking his own world record to win the men's 100-meter freestyle on Wednesday night at the Paris 2024 Olympic Games. #TeamChina #Paris2024 #Olympics https://t.co/QxeUChOXSn https:/,2024-08-02T05:30:51.321Z,https://bsky.app/profile/news-feed.bsky.social/post/3kypmkqj55o2i,0.9042,Positive
afp-bot.bsky.social,BREAKING Lorenzo Musetti knocks defending tennis champion Alexander Zverev out of #Olympics #Paris2024,2024-08-01T14:58:26.139Z,https://bsky.app/profile/afp-bot.bsky.social/post/3kyo3szvdi62f,0.5994,Positive
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d,0.0,Neutral
ansgarw.bsky.social,"The #Paris2024 Olympics will feature 45 different sports, with four of them present since the very first Games in 1896: Artistic Gymnastics 🤸, Athletics 🏟️, Fencing 🤺, and Swimming 🏊.

#dataviz 📊 #rstats #ggplot2 #SportsVizSunday",2024-07-28T09:44:06.212Z,https://bsky.app/profile/ansgarw.bsky.social/post/3kydiey72sw2x,0.0,Neutral
boltatimes.bsky.social,"Sports included in Paris Olympics 2024:

1. Archery🏹
2. Artistic Gymnastics🤸
3. Artistic Swimming🏊
4. Athletics🏃
5. Badminton🏸
6. Basketball🏀
7. Basketball 3x3⛹️
8. Beach Volleyball🏖️
9. Boxing🥊
10. Breaking🕺
11. Canoe Slalom🚣
12. Canoe Sprint🚣‍♀️
13. Cycling BMX Freestyle🚴
14. Cycling BMX Racing🚵",2024-07-27T16:27:05.435Z,https://bsky.app/profile/boltatimes.bsky.social/post/3kybogphnb52u,0.0,Neutral
news-feed.bsky.social,"@SkyNews: BREAKING: China has won the first gold medal of the Paris Olympics 2024 in the mixed team air rifle shooting.

https://t.co/wfZCIdqUhL

📺 Sky 501 and YouTube https://t.co/5YBij1sH5D",2024-07-27T09:59:32.679Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyayrobfzp2y,0.7783,Positive
news-feed.bsky.social,@LeMonde_EN: Paris 2024 Olympics: The rule-breaking opening ceremony in pictures https://t.co/ZWJtNq4IYW,2024-07-27T04:41:09.089Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyagydw77u2v,0.0,Neutral
youranonriots.bsky.social,"BREAKING: 
While all eyes are on the Paris Olympics 2024, Israel beheaded another Palestinian child in Gaza’s Nuseirat camp using American bombs.
Don’t stop talking about Palestine 🇵🇸",2024-07-26T21:38:04.909Z,https://bsky.app/profile/youranonriots.bsky.social/post/3ky7pdszxne2g,-0.296,Negative
marketwirenews.com,"Breaking News: ( NASDAQ: #GMGI ) InvestorNewsBreaks - Golden Matrix Group Inc. (NASDAQ: GMGI) Subsidiary Offers 1M-Plus Betting Opportunities for 2024 Olympics

 #StockMarket #News",2024-07-26T17:30:52.483Z,https://bsky.app/profile/marketwirenews.com/post/3ky7bjs4dg52s,0.3818,Positive
leeandlow.bsky.social,"🏅DID YOU KNOW? Breakdancing is making its #Olympics debut this year — and Breaking to the Beat! was recently featured in an article from the @nytimes.com on kid's books that will get you in the Olympic spirit!

➡️Check it out here: nytimes.com/2024/07/24/b...",2024-07-26T15:40:42.764Z,https://bsky.app/profile/leeandlow.bsky.social/post/3ky73eslkr52q,0.3147,Positive
interactives.bsky.social,New on The New York Times : “Breaking in New Sports at the Olympics” https://www.nytimes.com/interactive/2024/07/25/magazine/olympics-breaking-sports-history.html,2024-07-25T20:37:20.829Z,https://bsky.app/profile/interactives.bsky.social/post/3ky53icp7662j,0.0,Neutral
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g,0.0,Neutral
news-feed.bsky.social,"@ChinaDaily: The 2024 #Olympics in Paris will mark the debut of a new sport, #breaking. What is breaking? Click the video to learn more about this new Olympic program. #Paris2024 #Breakdancing https://t.co/yCstdxbtjZ",2024-07-25T06:20:37.673Z,https://bsky.app/profile/news-feed.bsky.social/post/3ky3lmetdqk26,0.0,Neutral
yaohsi.istanza.ch.ap.brid.gy,"BREAKING NEWS: Parisians are as likeable as sand in the underwear
https://www.politico.eu/article/paris-olympics-2024-sports-world-tournament-france-tourists-traffic-congestion-cars-people-louvre/",2024-07-24T05:09:24.000Z,https://bsky.app/profile/yaohsi.istanza.ch.ap.brid.gy/post/3kxyx6kzyu2q2,0.4588,Positive
plantcuttings.bsky.social,"With the Olympics just around the corner, it’s timely to look at record-breaking plant DNA. More here,
plantcuttings.uk/2024/07/19/f...
Cheers!
#Botany
#PlantScience",2024-07-20T08:11:02.387Z,https://bsky.app/profile/plantcuttings.bsky.social/post/3kxp7hbwdok2n,0.5655,Positive
donachaidh.bsky.social,This is so incredibly funny www.sfgate.com/olympics/art...,2024-07-19T22:40:06.771Z,https://bsky.app/profile/donachaidh.bsky.social/post/3kxo7kcn5wm2z,0.5379,Positive
sethina.bsky.social,"Olympic Breaking | Paris 2024 Olympics

Looking forward to this  https://olympics.com/en/paris-2024/sports/breaking",2024-11-23T19:22:41.153Z,https://bsky.app/profile/sethina.bsky.social/post/3lbn7q775cq2y,0.0,Neutral
