author,content,created_at,postLink,Sentiment_Score,Sentiment_Label
brassafrass.bsky.social,"Tuesday’s Trash Takes: 2024 Olympics Sports Special Edition: 

Breakdancing, you cool, teach me your ways.

Surfing, you’re surprisingly boring and don’t bring anything else to the table.

Skateboarding, you are STUPID and I hope you get lost on the way to LA in 28.",2024-07-30T23:24:47.156Z,https://bsky.app/profile/brassafrass.bsky.social/post/3kyjx6cvztj2z,0.0943,Positive
kitfoxgames.com,Summer Olympics 2024 but dogs 🐶🏖,2024-07-30T13:49:23.772Z,https://bsky.app/profile/kitfoxgames.com/post/3kyiwzeyn7b25,0.0,Neutral
globalvoters.bsky.social,"Japan's Horigome nails incredible skill to win street skateboarding gold: Watch Japan's Yuto Horigome's ""knockout"" gold medal-winning runs in the men's street skateboarding final on day three of the Paris 2024 Olympics.",2024-07-29T21:57:13.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyhbstphgb22,0.5859,Positive
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 馬術
️⚠️💨1 - 団体
️⚠️💨1 - メダル
️⚠️💨1 - プロセカ
️⚠️💨1 - オリンピック
️⚠️💨1 - sakal
️⚠️💨1 - nadal
8th - 総合
9th - ミク
10th - スケボー
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-29T12:30:43.710Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kygc5txyaz2s,0.2714,Positive
inbella.bsky.social,"Nicole Kidman and Keith Urban attend the Olympics’ Women’s Skateboarding Final in Paris (July 28, 2024)

https://www.inbella.com/680778/nicole-kidman-and-keith-urban-attend-the-olympics-womens-skateboarding-final-in-paris-july-28-2024-2/

Nicole Kidman and Keith Urban attend the Olympics’ Women’s …",2024-07-28T22:22:34.000Z,https://bsky.app/profile/inbella.bsky.social/post/3kyesrezbpw2s,0.0,Neutral
inbella.bsky.social,"Nicole Kidman and Keith Urban attend the Olympics’ Women’s Skateboarding Final in Paris (July 28, 2024)

https://www.inbella.com/680774/nicole-kidman-and-keith-urban-attend-the-olympics-womens-skateboarding-final-in-paris-july-28-2024/

Nicole Kidman and Keith Urban attend the Olympics’ Women’s …",2024-07-28T22:22:30.000Z,https://bsky.app/profile/inbella.bsky.social/post/3kyesr6vydm25,0.0,Neutral
fxoxo.bsky.social,"Nicole Kidman and Keith Urban attend the Olympics’ Women’s Skateboarding Final in Paris (July 28, 2024)

https://www.fxoxo.com/102819/

Nicole Kidman and Keith Urban attend the Olympics’ Women’s Skateboarding Final in Paris (July 28, 2024) by mcfw31",2024-07-28T21:21:07.000Z,https://bsky.app/profile/fxoxo.bsky.social/post/3kyepdfrdva2z,0.0,Neutral
fxoxo.bsky.social,"Nicole Kidman and Keith Urban attend the Olympics’ Women’s Skateboarding Final in Paris (July 28, 2024)

https://www.fxoxo.com/102817/

Nicole Kidman and Keith Urban attend the Olympics’ Women’s Skateboarding Final in Paris (July 28, 2024) by mcfw31",2024-07-28T21:21:03.000Z,https://bsky.app/profile/fxoxo.bsky.social/post/3kyepdbyev22b,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - 本誌
️⚠️💨1 - skate
️⚠️💨1 - 領域
️⚠️💨1 - rayssa
️⚠️💨1 - 2024/07/28
️⚠️💨1 - 決勝
️⚠️💨1 - mcu
️⚠️💨1 - 柔道
️⚠️💨1 - 日付
10th - downey
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-28T15:10:41.731Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kye2mxvjwx24,0.2714,Positive
tomo.blue,Today's Google logo in Japan celebrates the skateboarding events at the Paris 2024 Summer Olympic Games. #googledoodle #skateboarding #paris2024 #parisolympics #olympics #olympicgames,2024-07-27T08:03:20.411Z,https://bsky.app/profile/tomo.blue/post/3kyasbut5sd2n,0.5719,Positive
tomo.blue,日本でのGoogleのロゴ、本日はパリ2024夏季オリンピック・スケートボードver.です。 #googledoodle #skateboarding #paris2024 #parisolympics #olympics #olympicgames,2024-07-27T08:00:29.210Z,https://bsky.app/profile/tomo.blue/post/3kyas4qyk2k2n,0.0,Neutral
kylebeachy.bsky.social,"On the eve of skateboarding's second fling with the Olympics, or vice versa, I wrote about it, and how we should be thinking about skateboarding in 2024 (which we should—it's a very special thing)",2024-07-26T16:19:03.094Z,https://bsky.app/profile/kylebeachy.bsky.social/post/3ky75jeixup2q,0.4576,Positive
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g,0.0,Neutral
news-feed.bsky.social,@Forbes: How To Watch Skateboarding At The 2024 Paris Olympics https://t.co/qOd37Jc2Sv,2024-07-22T20:52:41.447Z,https://bsky.app/profile/news-feed.bsky.social/post/3kxvkwybz6r2y,0.0,Neutral
news-feed.bsky.social,@Forbes: Meet The Paris Olympics 2024 U.S. Skateboarding Team https://t.co/uCPHWfORxl,2024-07-03T16:42:04.415Z,https://bsky.app/profile/news-feed.bsky.social/post/3kwfe3e3l2a2c,0.0,Neutral
news-feed.bsky.social,"@ChinaDaily: 11-year-old Zheng Haohao from Huizhou, Guangdong province will compete in the women's park event during the 2024 #Olympics in Paris as the youngest player in China's skateboarding team. #Paris2024 #TeamChina https://t.co/XTKkEiZhIs https://t.co/jytO5bW0yc",2024-06-28T09:17:44.529Z,https://bsky.app/profile/news-feed.bsky.social/post/3kvxyw7wyvi24,0.0,Neutral
