author,content,created_at,postLink,Sentiment_Score,Sentiment_Label
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - mittwoch
2nd - venezuela
3rd - ukraine
4th - sydney
5th - haniyeh
6th - אם
7th - knackig
8th - kepada
9th - kelinci
10th - iran
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-31T07:00:36.717Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kykqnfi4hc2e,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - knackig
️⚠️💨1 - triathlon
3rd - kurz
4th - 1,138
5th - ukraine
6th - katie
7th - günaydın
8th - 31
9th - 利上げ
10th - werken
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-31T06:40:38.668Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kykpjowjqs2a,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - knackig
️⚠️💨1 - haniyeh
3rd - tehran
4th - günaydın
5th - ismail
6th - triathlon
7th - moin
8th - mittwoch
9th - 平均
10th - スイカ
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-31T06:10:37.300Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kykntyz4dk2e,0.2714,Positive
BBCtopstories.mastodonapp.uk.ap.brid.gy,"Key questions answered after triathlon postponement
https://www.bbc.com/sport/olympics/articles/c51y5xy05yzo

At: 2024-07-30T13:33:35.000Z",2024-07-31T03:13:11.000Z,https://bsky.app/profile/BBCtopstories.mastodonapp.uk.ap.brid.gy/post/3kykdwrcdbid2,0.0,Neutral
BBCtopstories.mastodonapp.uk.ap.brid.gy,"Key questions answered after triathlon postponement
https://www.bbc.com/sport/olympics/articles/c51y5xy05yzo

At: 2024-07-30T13:33:35.000Z",2024-07-31T01:43:13.000Z,https://bsky.app/profile/BBCtopstories.mastodonapp.uk.ap.brid.gy/post/3kyk6w3crb5n2,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - relatable
️⚠️💨1 - couches
️⚠️💨1 - venezuela
4th - worn
5th - beirut
6th - maduro
7th - biles
8th - リーグ
9th - スペイン
10th - yine
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-30T21:10:45.289Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyjponlifa2i,-0.1759,Negative
blipsnewslinks.bsky.social,"BLIP'S 2024 OLYMPICS TIDBITS: JULY 30TH 2024

Seine River Quality Causes Men's Triathlon Postponement... Coco Gauff Loses Argument With Chair Umpire During Match...  British Women's Rugby Player Withdrawals From Games

#Paris2024 #Olympics

CHECK OUT blips.news!",2024-07-30T19:36:48.052Z,https://bsky.app/profile/blipsnewslinks.bsky.social/post/3kyjkgodfjx2s,-0.6239,Negative
protiv.osintukraine.com,Triathlon postponed because of dirty water in the Seine. A shooter from Venezuela competed in the Games 40 years ago - and now he's competing again. Paris 2024. Super short on what's happening at the Olympics,2024-07-30T18:06:19.009Z,https://bsky.app/profile/protiv.osintukraine.com/post/3kyjfetzokq2s,0.0516,Positive
diversetechgeek.bsky.social,"Olympic men’s triathlon postponed due to river pollution - The Verge
www.theverge.com/2024/7/30/24...

#olympics",2024-07-30T14:28:38.929Z,https://bsky.app/profile/diversetechgeek.bsky.social/post/3kyiz7nnoca2b,-0.2023,Negative
globalvoters.bsky.social,Top five stories so far on day four of the Paris Olympics: A  heatwave has hit Paris  on day four of the 2024 Olympics while there has been more disruption with the triathlon events.,2024-07-30T14:27:41.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyiz5wlxek23,-0.2484,Negative
globalvoters.bsky.social,Top five stories so far on day four of the Paris Olympics: A  heatwave has hit Paris  on day four of the 2024 Olympics while there has been more disruption with the triathlon events.,2024-07-30T14:18:14.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyiymzwgtw2c,-0.2484,Negative
verge-poster.bsky.social,Olympic men’s triathlon postponed due to river pollution - https://www.theverge.com/2024/7/30/24209440/olympics-men-triathlon-postponed-pollution-river-seine,2024-07-30T13:31:07.246Z,https://bsky.app/profile/verge-poster.bsky.social/post/3kyivyr574s25,-0.2023,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - mocking
️⚠️💨1 - supper
️⚠️💨1 - bmx
4th - 1,137
5th - 月末
6th - rugby
7th - medals
8th - jon
9th - eis
10th - 音声
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-30T13:30:40.038Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyivxx6fbb2j,-0.2942,Negative
globalvoters.bsky.social,"2024 Paris Olympics: Coco Gauff falls to Donna Vekić after tearful argument with chair umpire - Yahoo Sports: * 2024 Paris Olympics: Coco Gauff falls to Donna Vekić after tearful argument with chair umpire  Yahoo Sports
 * Olympic chiefs 'confident' for Wednesday triathlon  ESPN
 * ""Cheated"" Coco…",2024-07-30T13:12:13.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyiuwxwku22v,-0.6124,Negative
newsnetworks.bsky.social,Paris Olympics 2024 live updates: Men’s triathlon postponed; Simone Biles leads U.S. in team final today - The Washington Post http://dlvr.it/TBFjGg,2024-07-30T10:04:17.000Z,https://bsky.app/profile/newsnetworks.bsky.social/post/3kyikgwgzbe2k,-0.2023,Negative
globalvoters.bsky.social,"Paris Olympics 2024 live updates: Men’s triathlon postponed; Simone Biles leads U.S. in team final today - The Washington Post: * Paris Olympics 2024 live updates: Men’s triathlon postponed; Simone Biles leads U.S. in team final today  The Washington Post
 * Top athletes, events to watch Tuesday at…",2024-07-30T09:27:19.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyiietn47q22,-0.2023,Negative
thescalesbskysocia.bsky.social,https://www.dumptheguardian.com/sport/article/2024/jul/30/paris-olympics-2024-triathlon-postponed-river-seine-pollution,2024-11-23T12:00:34.710Z,https://bsky.app/profile/thescalesbskysocia.bsky.social/post/3lbmgznkpg42o,0.0,Neutral
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day four: triathlon postponed due to pollution; hockey, beach volleyball and more – live https://t.co/NH7cJTVrC1",2024-07-30T08:33:46.978Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyiff3dfc42c,-0.2023,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - seltsam
️⚠️💨1 - 火力
3rd - 1,137
4th - günaydın
5th - ジョブ
6th - mañana
7th - buenos
8th - 이렇게
9th - 馬術
10th - 降っ
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-07-30T07:00:36.363Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyia6hok6j2j,0.2714,Positive
byteseu.bsky.social,"Paris Olympics 2024 * 07/30/2024 * A gold in the backstroke, an appeal, a str…bear cent

https://www.byteseu.com/297813/

Medal events 03:34 – Surfing: Men’s event finals 04:15 – Surfing: Women’s event finals 08:00 – Triathlon: individual men’s event 09:30 – Shooting: 10m pistol finals mixed …",2024-07-30T06:13:07.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyi5jmpl7z2l,0.4767,Positive
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day four: swimming, rowing to come as triathlon postponed – live https://t.co/96Lq8Kl1E7",2024-07-30T04:44:14.747Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyhykne5zu2h,-0.2023,Negative
wsfm.bsky.social,"LIVE 🔴 Men's Triathlon Olympics 2024
#Olympics #Triathlon

Link 1 👉 is.gd/i4qBDu
Link 2 👉 is.gd/1CNEUM",2024-07-30T03:57:11.324Z,https://bsky.app/profile/wsfm.bsky.social/post/3kyhvwkw67x2k,0.0,Neutral
BBCtopstories.mastodonapp.uk.ap.brid.gy,"Organisers confident triathlon will go ahead despite pollution concerns
https://www.bbc.com/sport/olympics/articles/c16j4l9zl8go

At: 2024-07-29T12:36:34.000Z",2024-07-30T01:43:12.000Z,https://bsky.app/profile/BBCtopstories.mastodonapp.uk.ap.brid.gy/post/3kyhogxu3lrz2,0.4939,Positive
blipsnewslinks.bsky.social,"BLIP'S 2024 OLYMPICS TIDBITS: JULY 29TH 2024

Eurosport Commentator Dropped For Inappropriate Remarks... Triathlon Training Canceled For Second Day...  Tourists Flock To See Olympic Cauldron

CHECK OUT blips.news FOR LINKS TO MORE OLYMPICS NEWS STORIES!",2024-07-29T22:44:14.148Z,https://bsky.app/profile/blipsnewslinks.bsky.social/post/3kyhegvc7bv2j,0.0,Neutral
news-feed.bsky.social,@AJE_Sport: Pollution and fast currents in the River Seine forced the cancellation of triathlon training for the Paris 2024 Olympics again. Athletes will learn if the competitions proceed as planned on the event day. https://t.co/HoOgGEHf7Q,2024-07-29T22:29:32.173Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyhdmmp5ju2o,-0.4588,Negative
news-feed.bsky.social,@AJE_Sport: Pollution and fast currents in the River Seine forced the cancellation of triathlon training for the Paris 2024 Olympics again. Athletes will learn if the competitions proceed as planned on the event day. https://t.co/bWAlEYrfXg,2024-07-29T22:13:57.294Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyhcqqrvcf2i,-0.4588,Negative
acjsissons.bsky.social,We need to talk about how many swimming medals there are at the Olympics and how to reduce it…,2024-07-29T20:51:08.330Z,https://bsky.app/profile/acjsissons.bsky.social/post/3kyh64nr3hz2d,0.0,Neutral
blipsnewslinks.bsky.social,"BLIP'S 2024 OLYMPICS TIDBITS: JULY 28TH 2024

Olympics Opening Ceremony Attracts 28.6 Million Viewers... Triathlon Training Session Canceled Because Of River Pollution...  Nigerian Boxer Fails Drug Test

CHECK OUT blips.news FOR LINKS TO MORE OLYMPICS NEWS STORIES!",2024-07-28T21:55:30.939Z,https://bsky.app/profile/blipsnewslinks.bsky.social/post/3kyeravmqth2q,-0.1007,Negative
rdubyaslade.bsky.social,"A 2024 Olympics pre-race triathlon event was cancelled today because the River Seine is filthy. Will the triathlon become a biathlon? What is Plan B? Find out here: dubyadaily.substack.com/p/will-the-r...
#RiverSeineisaCesspool #2024Olympics #ParisOlympicGames",2024-07-28T18:31:19.710Z,https://bsky.app/profile/rdubyaslade.bsky.social/post/3kyeftpiiaf2r,-0.3313,Negative
news-feed.bsky.social,"@dwnews: A swimming training session for the 2024 Paris Olympics' triathlon was canceled, with organizers saying recent heavy rain has impacted pollution levels in the Seine. 

France invested €1.4 billion to clean the river ahead of the Games. https://t.co/hAPss8TlJ4",2024-07-28T12:18:59.362Z,https://bsky.app/profile/news-feed.bsky.social/post/3kydqzwsww72b,0.4019,Positive
news-feed.bsky.social,"@ABC: Concerns over the water quality of Paris’ Seine River have continued into the 2024 Olympics, with a pre-race triathlon event there canceled Sunday. https://t.co/KjvhmANIgG",2024-07-28T09:04:41.156Z,https://bsky.app/profile/news-feed.bsky.social/post/3kydg6iou3c2u,0.0,Neutral
news-feed.bsky.social,"@business: Concerns over the water quality of the Seine River have continued into the 2024 Olympics, with a pre-race triathlon event there canceled on Sunday, the AP said https://t.co/Mx9PE66AMF",2024-07-28T08:31:32.093Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyded7rdw425,0.0,Neutral
dbeecher.bsky.social,"Take that, badminton and field hockey",2024-07-25T19:59:40.127Z,https://bsky.app/profile/dbeecher.bsky.social/post/3ky4zex3qdk2g,0.0,Neutral
cyclingeu.bsky.social,"What is E. coli and Why Might it Ruin the Triathlon at the Paris Olympics?

https://www.cyclingeu.com/323043/what-is-e-coli-and-why-might-it-ruin-the-triathlon-at-the-paris-olympics/

The upcoming 2024 Olympics in Paris, France is set to be unique on so many levels, including plans to have the …",2024-07-15T17:00:16.000Z,https://bsky.app/profile/cyclingeu.bsky.social/post/3kxdkp2n4i62p,-0.5859,Negative
