author,content,created_at,postLink,Sentiment_Score,Sentiment_Label
news-feed.bsky.social,"@AFP: Olympics Topshots - 2.

@AFP photographers capture the action on Day 11 of the 2024 Paris #Olympics 

- Men's long jump final
- Women's freestyle 50kg wrestling quarter-final
- Men’s formula kiteboarding event
- Women's table tennis doubles https://t.co/qGlCkxoHH2",2024-08-07T02:21:35.984Z,https://bsky.app/profile/news-feed.bsky.social/post/3kz3ucwjgts2z,0.1779,Positive
wolfesghost.bsky.social,"""I remember '24 well, it was the year ol' Bumblecorn Cat's Nightmare took 3 gold and 1 silver. Incredible display of table tennis skills. Such a good boi.""

""Wait, you mean PRESIDENT Bumblecorn Cat's Nightmare was in the 2024 Olympics?!""",2024-08-06T16:03:18.628Z,https://bsky.app/profile/wolfesghost.bsky.social/post/3kz2rrdoyw22a,0.6476,Positive
protik.bsky.social,Står Fan Zhendong på hemsidan!,2024-08-05T19:01:06.945Z,https://bsky.app/profile/protik.bsky.social/post/3kyylafylfi2e,0.3802,Positive
sketchynews.net,"[Associated Press]Zheng Qinwen wins China's first Olympic tennis singles gold, inspired by Li Na and Liu Xang - The Associated Press Zheng Qinwen has claimed China’s first tennis singles gold medal in Olympics history by defeating Donna Vekic of Croatia 6-2, 6-3 in the 2024 Summer Games women’s...",2024-08-05T15:00:38.341Z,https://bsky.app/profile/sketchynews.net/post/3kyy5se5ofq2i,0.8126,Positive
news-feed.bsky.social,@LeMonde_EN: 2024 Olympics: Russians win first medal in Paris with women's tennis doubles https://t.co/fZsLkt6nZo,2024-08-05T01:57:40.210Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyws2cm2g72i,0.7845,Positive
protiv.osintukraine.com,Novak Djokovic wins Olympic gold for the first time in his career. Mirra Andreeva and Diana Schneider lose in the final of the tennis tournament. Paris 2024. Super short on what's happening at the Olympics,2024-08-04T18:41:20.215Z,https://bsky.app/profile/protiv.osintukraine.com/post/3kyvzo342mc2e,0.7096,Positive
news-feed.bsky.social,"@globaltimesnews: Novak Djokovic defeated Carlos Alcaraz to win the gold medal in the men’s tennis singles final of the Paris Olympics 2024 on Sunday local time, achieving his ""Golden Slam"" achievement.  https://t.co/r82KbrJAVQ https://t.co/Nz5KLlkr1H",2024-08-04T18:28:10.221Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyvywjr3qr2e,0.296,Positive
globalvoters.bsky.social,"Tennis players Andreeva and Shnaider, competing on AIN team, are the first Russians to get a medal at the 2024 Olympics",2024-08-04T17:59:08.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyvxcn6h7c2l,0.4767,Positive
sportrendy.bsky.social," Novak Djokovic, Olimpiyat şampiyonu sportrendy.blogspot.com/2024/08/nova... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #tennis #GOLD",2024-08-04T17:32:07.388Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kyvvscucim2y,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - faulkner
️⚠️💨2 - ヒロ
️⚠️💨1 - cycling
️⚠️💨1 - 本誌
️⚠️💨1 - gaza
6th - 完結
7th - 堀越
8th - f-16
9th - djokovic
10th - ミント
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-04T16:10:18.910Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyvr7ysxih2a,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - ヒロ
️⚠️💨2 - 松山
️⚠️💨2 - メダル
️⚠️💨1 - sparta
️⚠️💨1 - ゴルフ
️⚠️💨1 - thiel
️⚠️💨1 - shingles
️⚠️💨1 - 本誌
9th - 英樹
10th - 確定
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-04T15:40:18.809Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyvpkdzbp72c,0.2714,Positive
zimmermanv66.bsky.social,2024 Olympics live updates: Suni Lee takes bronze on uneven bars; Novak Djokovic wins first gold in tennis www.nbcnews.com/sports/olymp...,2024-08-04T15:33:57.646Z,https://bsky.app/profile/zimmermanv66.bsky.social/post/3kyvp6zu5xs2q,0.5719,Positive
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: Djokovic beats Alcaraz in tennis final, Rutter wins shooting silver as Hepworth claims vaulting bronze – live https://t.co/sfqCR9Hxps",2024-08-04T15:18:50.201Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyvodxyodl2w,0.5719,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨4 - djokovic
️⚠️💨2 - ヒロ
️⚠️💨1 - alcaraz
️⚠️💨1 - novak
️⚠️💨1 - iq
️⚠️💨1 - tennis
️⚠️💨1 - gifted
️⚠️💨1 - thiel
9th - ジョコビッチ
10th - aug
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-04T15:10:19.310Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyvnupxjfs24,0.2714,Positive
byteseu.bsky.social,"Table tennis (M): Félix Lebrun crushes Hugo Calderano and wins bronze at the Paris 2024 Olympics

https://www.byteseu.com/311313/

Table tennis (M): Félix Lebrun crushes Hugo Calderano and wins bronze at the Paris 2024 Olympics …",2024-08-04T14:00:17.000Z,https://bsky.app/profile/byteseu.bsky.social/post/3kyvjxm3gli2v,0.3818,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - エレ
2nd - お盆
3rd - 本誌
4th - kayak
5th - 配布
6th - 深く
7th - 水着
8th - モチーフ
9th - ヒロ
10th - シート
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-04T13:40:16.910Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyvitpqdig2o,0.2714,Positive
australia.theguardian.com,"Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live",2024-08-04T09:04:09.277Z,https://bsky.app/profile/australia.theguardian.com/post/3kyuzfyhtcb2i,0.0,Neutral
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live https://t.co/stLOilfEu8",2024-08-04T07:37:17.616Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyuukobydl2g,0.0,Neutral
news-feed.bsky.social,"@guardian: Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live https://t.co/CcNushR0cd",2024-08-04T06:41:02.274Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyurg3d2o32w,0.0,Neutral
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day nine: athletics, tennis, golf, dressage and more – live https://t.co/7rDGHLB2Ch",2024-08-04T05:28:12.229Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyundtq2h32g,0.0,Neutral
news-feed.bsky.social,"@XHNews: China's tennis ace Zheng Qinwen became the first Asian player winning the women's singles gold at the Olympics, while Julien Alfred of Saint Lucia won the country's first Olympic medal after taking the women's 100m title at Paris 2024 on Saturday. #Xinhuanews https://t.co/7wEknwkBrZ",2024-08-04T03:27:08.451Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyuglegold2j,0.8807,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - ledecky
️⚠️💨2 - alfred
️⚠️💨1 - lucia
️⚠️💨1 - julien
️⚠️💨1 - katie
️⚠️💨1 - medal
️⚠️💨1 - saint
️⚠️💨1 - 100m
️⚠️💨1 - richardson
10th - sha'carri
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-03T19:40:34.457Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kytmj3asow2o,0.636,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
1st - aug
2nd - 03
3rd - 花火
4th - agrees
5th - 長岡
6th - よき
7th - なで
8th - tver
9th - tomatoes
10th - salto
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-03T13:40:36.577Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kysyffw6ok2a,0.4389,Positive
teapot37.bsky.social,"It’s Tennis Night in America^h^h^h^h^h^h^hParis!  The Aussies took gold in men’s doubles earlier over the US, but a different American team is currently leading in the bronze bout.  Later will be the women’s singles gold match and the men’s singles bronze.",2024-08-03T13:31:33.492Z,https://bsky.app/profile/teapot37.bsky.social/post/3kysxva2rhi2r,0.0,Neutral
news-feed.bsky.social,@anadoluagency: Djokovic to face Alcaraz in men's singles tennis final at 2024 Paris Olympics https://t.co/Ql4IrmJ7n3 https://t.co/7cd2zjd9pj,2024-08-03T06:50:40.742Z,https://bsky.app/profile/news-feed.bsky.social/post/3kysbifjmvj2v,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - transphobia
️⚠️💨1 - kyle
️⚠️💨1 - 決勝
4th - 準々
5th - medalha
6th - boxing
7th - ouro
8th - men's
9th - 進出
10th - schlaf
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-02T21:00:34.267Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyraj7ar2i2c,0.2714,Positive
sportrendy.bsky.social,"Teniste finalin adı belli oldu sportrendy.blogspot.com/2024/08/teni... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #tennis",2024-08-02T20:48:51.373Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kyr7ucf2xm24,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - transphobia
2nd - walz
3rd - watches
4th - transphobic
5th - rowling
6th - childless
7th - boxing
8th - adoption
9th - ups
10th - terf
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-02T20:40:33.267Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyr7ffuzkw2y,0.2714,Positive
protiv.osintukraine.com,Mirra Andreeva and Diana Schneider reach the tennis final: the Russians will definitely have a medal. A runner from Afghanistan sends a message to the Taliban. Paris 2024. Super short on what's happening at the Olympics,2024-08-02T19:31:03.675Z,https://bsky.app/profile/protiv.osintukraine.com/post/3kyr3j5glps23,0.8689,Positive
emarktaylor.mastodon.online.ap.brid.gy,#Olympics #Paris2024 @olympicschat 🎾 #Tennis @tennis,2024-08-02T19:21:13.000Z,https://bsky.app/profile/emarktaylor.mastodon.online.ap.brid.gy/post/3kyr2xyx6gv42,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - transphobia
️⚠️💨1 - shapiro
3rd - athlete
4th - flav
5th - 照明
6th - tucker
7th - terfs
8th - misogyny
9th - medal
10th - fridge
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-02T19:10:32.659Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyr2ehhgfk2o,0.636,Positive
news-feed.bsky.social,@AP: Iga Swiatek wins a bronze at the 2024 Olympics for Poland's first tennis medal at any Summer Games https://t.co/d51QELEwz2,2024-08-02T18:42:24.116Z,https://bsky.app/profile/news-feed.bsky.social/post/3kyqys565rk2f,0.7783,Positive
sportrendy.bsky.social,"Tek kadınlarda bronz madalyanın sahibi Iga Swiatek sportrendy.blogspot.com/2024/08/tek-... 
#ParisOlympics2024 🇫🇷 #Paris2024 #Olympics #ParisOlympics #Tennis",2024-08-02T18:26:46.668Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kyqxwaqc6s2i,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - バニー
️⚠️💨1 - サッカー
️⚠️💨1 - ouro
️⚠️💨1 - kyle
️⚠️💨1 - athletes
6th - スペイン
7th - shapiro
8th - rittenhouse
9th - bread
10th - bia
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-02T17:20:32.859Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyqu7rfk7z2i,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - informer
️⚠️💨1 - bia
️⚠️💨1 - バニー
️⚠️💨1 - ouro
️⚠️💨1 - boxing
️⚠️💨1 - vacaciones
️⚠️💨1 - souza
8th - 審判
9th - サッカー
10th - swap
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-02T16:40:33.217Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyqryawhn22e,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - バニー
️⚠️💨1 - penalty
️⚠️💨1 - boxing
️⚠️💨1 - boxer
️⚠️💨1 - athletes
️⚠️💨1 - shapiro
7th - truls
8th - pixiv
9th - aug
10th - ハード
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-02T13:40:40.534Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyqhwm7pbv2h,-0.3595,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨3 - バニー
️⚠️💨1 - 8/2
3rd - うさぎ
4th - ヒロ
5th - お盆
6th - shapiro
7th - medal
8th - biles
9th - 1,140
10th - 市場
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-02T13:10:41.645Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyqgayo3pc24,0.636,Positive
bbcnews-uk-rss.bsky.social,Paris 2024 Olympics: Andy Murray's tennis career over after doubles defeat,2024-08-02T05:47:37.068Z,https://bsky.app/profile/bbcnews-uk-rss.bsky.social/post/3kypnipt5262b,-0.4588,Negative
gawdz0rz.bsky.social,alt4you,2024-08-02T00:40:39.756Z,https://bsky.app/profile/gawdz0rz.bsky.social/post/3kyp4dtj5md2u,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - バニー
️⚠️💨1 - khelif
️⚠️💨1 - 金曜日
️⚠️💨1 - tale
5th - shapiro
6th - imane
7th - boxing
8th - medals
9th - jk
10th - boxer
(tap/click to see all posts on Bluesky featuring that word!)

#ListenToBlackVoices",2024-08-01T22:10:44.275Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyotxqrawb2q,0.4574,Positive
globalvoters.bsky.social,The moment Murray's tennis career came to an end: Watch the moment Andy Murray's tennis career ends as he and Dan Evans are beaten by USA's Tommy Paul and Taylor Fritz in the men's doubles on day six of the Paris 2024 Olympics.,2024-08-01T21:49:36.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kyosrxi6722y,-0.4215,Negative
afp-bot.bsky.social,"From #AFPSports: Andy Murray's trophy-filled career came to an end at the Paris Olympics on Thursday as another chapter closed on tennis's golden generation. ⤵️
https://u.afp.com/52fU",2024-08-01T20:48:15.138Z,https://bsky.app/profile/afp-bot.bsky.social/post/3kyopeobkld26,0.0,Neutral
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - boxing
️⚠️💨1 - revenue
️⚠️💨1 - boxer
4th - simone
5th - jk
6th - schlaf
7th - expectations
8th - athletes
9th - women's
10th - walz
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-01T20:40:38.574Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyoowni7532c,0.4574,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - andy
2nd - vaccine
3rd - godot
4th - biles
5th - simone
6th - fencing
7th - quiero
8th - pepper
9th - mile
10th - medal
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-01T19:40:37.928Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyolldnabp26,0.636,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - kosa
️⚠️💨1 - gershkovich
️⚠️💨1 - evan
️⚠️💨1 - prisoner
️⚠️💨1 - neil
6th - indian
7th - campus
8th - aug
9th - 地震
10th - whelan
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-01T15:00:37.666Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyo3wnnrkv2l,-0.4574,Negative
afp-bot.bsky.social,BREAKING Lorenzo Musetti knocks defending tennis champion Alexander Zverev out of #Olympics #Paris2024,2024-08-01T14:58:26.139Z,https://bsky.app/profile/afp-bot.bsky.social/post/3kyo3szvdi62f,0.5994,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - kosa
️⚠️💨1 - gershkovich
️⚠️💨1 - evan
️⚠️💨1 - prisoner
️⚠️💨1 - おっぱい
️⚠️💨1 - whelan
️⚠️💨1 - deny
8th - toast
9th - indian
10th - swap
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-08-01T14:40:39.770Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyo2sxauav23,-0.6588,Negative
globalvoters.bsky.social,"Paris Olympics live updates: Swimming schedule today, how to watch, medal count - USA TODAY: * Paris Olympics live updates: Swimming schedule today, how to watch, medal count  USA TODAY
 * Aug. 1 Olympics schedule: Golf, track & field, tennis  ESPN
 * 2024 Paris Olympics live updates: Track and…",2024-08-01T13:26:06.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kynwnngssc2v,0.7351,Positive
protiv.osintukraine.com,"Russian tennis players lose, while a swimmer from France takes two golds in one day. Paris 2024. Super short on what's happening at the Olympics",2024-08-01T12:21:28.774Z,https://bsky.app/profile/protiv.osintukraine.com/post/3kynt234by524,0.296,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨2 - 甲子園
️⚠️💨1 - prisoner
️⚠️💨1 - 巨人
️⚠️💨1 - gershkovich
️⚠️💨1 - swap
️⚠️💨1 - evan
️⚠️💨1 - 連勝
️⚠️💨1 - とら
️⚠️💨1 - タテ
10th - 五輪
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-08-01T12:10:41.530Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kynsgrus772c,-0.4574,Negative
sportrendy.bsky.social," Paris 2024'te turlayan raketler sportrendy.blogspot.com/2024/08/pari... 
#ParisOlympics2024 #Paris2024 🇫🇷 #Olympics #ParisOlympics #tennis",2024-08-01T10:26:55.445Z,https://bsky.app/profile/sportrendy.bsky.social/post/3kynmna5gq22c,0.0,Neutral
news-feed.bsky.social,"@guardiannews: Paris 2024 Olympics day six: golf, rowing, tennis, gymnastics and more – live https://t.co/eHdYMQqOcj",2024-08-01T04:27:33.765Z,https://bsky.app/profile/news-feed.bsky.social/post/3kymykngac32q,0.0,Neutral
blipsnewslinks.bsky.social,"BLIP'S 2024 OLYMPICS TIDBITS: JULY 31ST 2024

Olympic Triathlon Competitions Take Place In Seine River... North And South Korea Table Tennis Teams Take Selfie Together...  What Is The Monetary Value Of An Olympic Gold Medal?

#Paris2024 #Olympics

CHECK OUT blips.news",2024-07-31T19:39:48.237Z,https://bsky.app/profile/blipsnewslinks.bsky.social/post/3kym32xkizk2q,0.6705,Positive
globalvoters.bsky.social,"USA's Danielle Collins has heated exchange with Iga Swiatek after bowing out of Olympic match: American tennis star Danielle Collins bowed out of her women’s singles match against Poland’s Iga Swiatek, knocking her out of medal contention at the 2024 Paris Olympics on Wednesday afternoon. 

But…",2024-07-31T19:09:27.000Z,https://bsky.app/profile/globalvoters.bsky.social/post/3kylzeoikzk2y,0.4767,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 生誕
️⚠️💨1 - ８月
️⚠️💨1 - 千奈
️⚠️💨1 - 星野
5th - ｵｲｼｮ
6th - 誕生
7th - walz
8th - 2024-07-31
9th - 八月
10th - お祝い
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-31T15:10:38.159Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyllzmuqdv2a,0.2714,Positive
betftw.bsky.social,"#Olympic tennis fans rallied behind a teary-eyed Coco Gauff after a bad call led to heated exchange with umpire

#Olympics #Tennis #Paris2024 

ftw.usatoday.com/2024/07/coco...",2024-07-31T14:36:07.303Z,https://bsky.app/profile/betftw.bsky.social/post/3kylk3vzeds2j,-0.5423,Negative
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - shapiro
️⚠️💨1 - palin
️⚠️💨1 - gaza
4th - 豪雨
5th - hump
6th - haniyeh
7th - messaging
8th - appliances
9th - 閃輝
10th - 水曜日
(tap/click to see all posts on Bluesky featuring that word!)

#йобанарусня 🇺🇦",2024-07-31T14:30:38.177Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyljs432x22e,0.2714,Positive
nowbreezing.ntw.app,"
Bluesky's Top 10 Trending Words from the Past 10 Minutes:
️⚠️💨1 - 豪雨
️⚠️💨1 - 大雨
️⚠️💨1 - haniyeh
️⚠️💨1 - 降っ
5th - 帰れ
6th - 雷雨
7th - ゲリラ
8th - iran
9th - 走る
10th - 土砂降り
(tap/click to see all posts on Bluesky featuring that word!)

#FreePalestine 🇵🇸",2024-07-31T10:10:39.584Z,https://bsky.app/profile/nowbreezing.ntw.app/post/3kyl3ba3vtj2q,0.2714,Positive
emmadelay.bsky.social,"Who are the members of the US Olympic Tennis Team 2024?

#Olympics #Tennis #OlympicGames #Olympics2024Paris #ParisOlympics2024 #gameshow #Paris2024EnTelevisa 

www.sportstodaynews.com/tennis/us-ol...",2024-07-31T10:00:03.646Z,https://bsky.app/profile/emmadelay.bsky.social/post/3kyl2ocgduk2n,0.0,Neutral
